股票代码,股票简称,营业部买入金额合计[20230524],营业部买入金额合计排名[20230524],最新涨跌幅,a股市值(不含限售股)[20230524],收盘价:不复权[20230524],总市值[20230524],市净率(pb)[20230524]
002351.SZ,漫步者,332769028.0,3/5209,-9.984,8514916600.000,17.31,15390442170.0,6.482
002354.SZ,天娱数科,229864404.0,4/5209,9.967,10706168700.000,6.62,10953358128.4,4.524
002334.SZ,英威腾,176302527.0,6/5209,9.992,9385803200.000,13.43,10680789153.3,4.408
603662.SH,柯力传感,134926384.23,8/5209,10.017,7464457900.000,26.58,7522094601.36,3.200
002546.SZ,新联电子,99630884.0,12/5209,10.083,5227812600.000,6.66,5554766979.36,1.696
