股票代码,股票简称,营业部买入金额合计[20230220],营业部买入金额合计排名[20230220],最新涨跌幅,a股市值(不含限售股)[20230220],收盘价:不复权[20230220],总市值[20230220],市净率(pb)[20230220]
002261.SZ,拓维信息,569422619,2/5118,10.021,11639140400.000,10.43,13098282639.82,3.601
000034.SZ,神州数码,171059694,6/5118,10.008,14590598000.000,26.60,17788188208.0,2.510
002762.SZ,金发拉比,97067919,11/5118,7.362,3020798300.000,15.02,5317455500.0,5.460
