股票代码,股票简称,营业部买入金额合计[20230707],营业部买入金额合计排名[20230707],最新涨跌幅,a股市值(不含限售股)[20230707],收盘价:不复权[20230707],总市值[20230707],市净率(pb)[20230707]
002703.SZ,浙江世宝,221479240.0,2/5252,-4.853,8024905300.000,14.51,8745429809.1475,8.174
603108.SH,润达医疗,176628665.3,4/5252,-10.011,9691454000.000,16.72,9691454012.24,2.510
002892.SZ,科力尔,135712006.0,5/5252,-2.765,4069384200.000,14.77,6560088188.85,4.975
002536.SZ,飞龙股份,129483543.0,6/5252,-10.023,7316537900.000,15.53,7776054471.42,3.284
000537.SZ,广宇发展,119157030.0,9/5252,10.000,24995028000.000,13.42,24995028062.4,1.501
000037.SZ,深南电A,116905489.0,10/5252,8.039,4554750900.000,13.44,5133257805.864,5.686
000570.SZ,苏常柴A,99817589.0,13/5252,10.090,3048122100.000,6.11,3683999042.77,1.273
