股票代码,股票简称,营业部买入金额合计[20230410],营业部买入金额合计排名[20230410],最新涨跌幅,a股市值(不含限售股)[20230410],收盘价:不复权[20230410],总市值[20230410],市净率(pb)[20230410]
002401.SZ,中远海科,209126197,18/5167,9.983,9282641600.000,25.23,9383152048.8,6.387
002122.SZ,天马股份,139931493,24/5167,9.932,9652263200.000,4.87,9695682639.62,4.594
