股票代码,股票简称,营业部买入金额合计[20231215],营业部买入金额合计排名[20231215],最新涨跌幅,a股市值(不含限售股)[20231215],收盘价:不复权[20231215],总市值[20231215],市净率(pb)[20231215]
002292.SZ,奥飞娱乐,244289864.14,3/5337,10.042,10152838000.000,10.41,15393263845.77,4.522
000766.SZ,通化金马,173933691.7,5/5337,-9.957,20352992000.000,21.07,20364043476.49,8.788
600630.SH,龙头股份,171303198.32,6/5337,10.009,4949637600.000,11.65,4949637605.05,7.125
000421.SZ,南京公用,171024595.12,7/5337,9.955,5566128200.000,9.72,5620705998.48,1.980
000409.SZ,云鼎科技,116853245.73,13/5337,-9.427,4352315500.000,10.28,6828083991.4,4.790
603660.SH,苏州科达,99362899.13,14/5337,-7.830,5352370000.000,10.83,5446424198.04,5.663
000524.SZ,岭南控股,83790474.92,17/5337,9.958,7029156200.000,10.49,7030488182.53,3.362
