股票代码,股票简称,营业部买入金额合计[20230426],营业部买入金额合计排名[20230426],最新涨跌幅,a股市值(不含限售股)[20230426],收盘价:不复权[20230426],总市值[20230426],市净率(pb)[20230426]
600105.SH,永鼎股份,201451180.07,16/5181,4.598,10053097400.000,7.28,10229506989.52,3.402
600629.SH,华建集团,183775664.21,18/5181,10.000,8416911300.000,8.91,8651100597.48,1.912
601019.SH,山东出版,165545732.75,21/5181,10.054,21244642000.000,10.18,21244642000.0,1.590
000719.SZ,中原传媒,139143647.0,24/5181,5.969,9119906900.000,13.67,13987195248.83,1.406
002281.SZ,光迅科技,126223331.0,27/5181,-10.014,16834445000.000,24.98,19558794236.96,2.245
002343.SZ,慈文传媒,124869551.0,29/5181,6.391,5376430400.000,11.32,5376430445.52,5.724
