股票代码,股票简称,营业部买入金额合计[20230428],营业部买入金额合计排名[20230428],最新涨跌幅,a股市值(不含限售股)[20230428],收盘价:不复权[20230428],总市值[20230428],市净率(pb)[20230428]
002517.SZ,恺英网络,439028727.0,5/5191,10.026,31804947000.000,16.68,35903994135.12,7.500
600072.SH,中船科技,381174445.45,7/5191,3.079,15527510000.000,21.09,15527510032.47,3.862
601019.SH,山东出版,302705116.44,10/5191,9.972,24166302000.000,11.58,24166302000.0,1.809
000065.SZ,北方国际,201995669.0,17/5191,10.000,16431710000.000,18.15,18181798491.45,2.354
