股票代码,股票简称,营业部买入金额合计[20230307],营业部买入金额合计排名[20230307],最新涨跌幅,a股市值(不含限售股)[20230307],收盘价:不复权[20230307],总市值[20230307],市净率(pb)[20230307]
002808.SZ,恒久科技,168883025.0,3/5131,-7.979,3224438200.000,17.30,4650240000.0,11.259
002112.SZ,三变科技,163655216.0,4/5131,10.000,3525172900.000,13.64,3574771200.0,8.207
000619.SZ,海螺新材,102296065.0,6/5131,9.986,2815200000.000,7.82,2815200000.0,1.230
601798.SH,蓝科高新,95335121.27,8/5131,10.023,3463740500.000,9.77,3463740494.46,2.218
002796.SZ,世嘉科技,85112313.0,9/5131,10.026,2951269500.000,12.73,3213395048.04,3.820
