股票代码,股票简称,营业部买入金额合计[20231221],营业部买入金额合计排名[20231221],最新涨跌幅,a股市值(不含限售股)[20231221],收盘价:不复权[20231221],总市值[20231221],市净率(pb)[20231221]
002292.SZ,奥飞娱乐,319334690.48,1/5338,9.989,9879755000.000,10.13,14979227930.61,4.400
600571.SH,信雅达,91233350.95,13/5338,-9.971,6840581700.000,15.35,7165315668.15,6.369
603999.SH,读者传媒,87266952.78,14/5338,-2.235,4032000000.000,7.00,4032000000.0,2.114
