股票代码,股票简称,营业部买入金额合计[20230404],营业部买入金额合计排名[20230404],最新涨跌幅,a股市值(不含限售股)[20230404],收盘价:不复权[20230404],总市值[20230404],市净率(pb)[20230404]
002232.SZ,启明信息,228181447,12/5165,7.601,7750164200.000,18.97,7750164191.35,5.606
