股票代码,股票简称,营业部买入金额合计[20230309],营业部买入金额合计排名[20230309],最新涨跌幅,a股市值(不含限售股)[20230309],收盘价:不复权[20230309],总市值[20230309],市净率(pb)[20230309]
002112.SZ,三变科技,182583193,3/5132,4.559,3556186200.000,13.76,3606220800.0,8.279
002115.SZ,三维通信,94164327,10/5132,7.728,4835572500.000,6.97,5652609584.04,2.399
