股票代码,股票简称,营业部买入金额合计[20230614],营业部买入金额合计排名[20230614],最新涨跌幅,a股市值(不含限售股)[20230614],收盘价:不复权[20230614],总市值[20230614],市净率(pb)[20230614]
000681.SZ,视觉中国,885245320,1/5236,9.980,15116172000.000,22.48,15748980761.28,4.608
600105.SH,永鼎股份,434367664,7/5236,10.015,10316389600.000,7.47,10497403256.49,3.548
001338.SZ,永顺泰,103917419,21/5236,4.012,2601474400.000,20.74,10405897497.16,3.188
