股票代码,股票简称,营业部买入金额合计[20230705],营业部买入金额合计排名[20230705],最新涨跌幅,a股市值(不含限售股)[20230705],收盘价:不复权[20230705],总市值[20230705],市净率(pb)[20230705]
002031.SZ,巨轮智能,252530453,2/5251,-9.698,8102679500.000,4.19,9215467857.3,3.740
002536.SZ,飞龙股份,130503194,6/5251,9.994,7933708800.000,16.84,8431986947.76,3.561
000678.SZ,襄阳轴承,90528057,12/5251,-10.000,3722855600.000,8.10,3722855555.7,4.382
