股票代码,股票简称,营业部买入金额合计[20231219],营业部买入金额合计排名[20231219],最新涨跌幅,a股市值(不含限售股)[20231219],收盘价:不复权[20231219],总市值[20231219],市净率(pb)[20231219]
002354.SZ,天娱数科,289766382.2,2/5337,9.930,10211920900.000,6.31,10440436524.2,4.111
600630.SH,龙头股份,137437938.18,5/5337,-7.254,5051604400.000,11.89,5051604388.33,7.272
603230.SH,内蒙新华,82571332.8,14/5337,-1.923,1823780400.000,20.40,7211869200.0,2.790
