股票代码,股票简称,营业部买入金额合计[20231220],营业部买入金额合计排名[20231220],最新涨跌幅,a股市值(不含限售股)[20231220],收盘价:不复权[20231220],总市值[20231220],市净率(pb)[20231220]
002292.SZ,奥飞娱乐,227535976.2,3/5337,-9.971,8982482100.000,9.21,13618824209.37,4.000
600630.SH,龙头股份,188953604.64,4/5337,10.008,5557189700.000,13.08,5557189688.76,8.000
603656.SH,泰禾智能,80380222.28,12/5337,10.000,3086207300.000,16.83,3086207275.14,2.331
