股票代码,股票简称,营业部买入金额合计[20230522],营业部买入金额合计排名[20230522],最新涨跌幅,a股市值(不含限售股)[20230522],收盘价:不复权[20230522],总市值[20230522],市净率(pb)[20230522]
603918.SH,金桥信息,187903722.12,5/5208,-1.460,7896645500.000,21.60,7943595220.8,7.313
600737.SH,中粮糖业,148961136.31,8/5208,10.061,19420742000.000,9.08,19420741910.24,1.930
