股票代码,股票简称,营业部买入金额合计[20230720],营业部买入金额合计排名[20230720],最新涨跌幅,a股市值(不含限售股)[20230720],收盘价:不复权[20230720],总市值[20230720],市净率(pb)[20230720]
000004.SZ,国华网安,117323823,6/5253,2.390,2444930500.000,20.56,2731355044.48,7.915
002559.SZ,亚威股份,115863967,8/5253,10.057,4656293800.000,9.63,5345882871.12,2.999
