股票代码,股票简称,营业部买入金额合计[20230607],营业部买入金额合计排名[20230607],最新涨跌幅,a股市值(不含限售股)[20230607],收盘价:不复权[20230607],总市值[20230607],市净率(pb)[20230607]
002292.SZ,奥飞娱乐,314432431.0,6/5226,1.222,12122937200.000,12.43,18380237233.71,5.645
002173.SZ,创新医疗,226183421.0,9/5226,6.998,4935035000.000,13.15,5957996516.45,3.132
601949.SH,中国出版,209447182.26,10/5226,5.301,29324025000.000,16.09,29324025000.0,3.574
002401.SZ,中远海科,196019011.0,13/5226,7.454,10342253400.000,28.11,10454237181.6,6.953
603889.SH,新澳股份,189576202.29,14/5226,2.222,5273034800.000,7.36,5273034780.48,1.730
002599.SZ,盛通股份,169992011.0,15/5226,4.745,3486437100.000,8.83,4746890711.11,3.322
000989.SZ,九芝堂,159301759.0,18/5226,9.985,9567182600.000,14.54,12445396854.48,3.001
601333.SH,广深铁路,146428395.0,19/5226,10.116,21535023000.000,3.81,24718040944.5,1.049
600088.SH,中视传媒,95052941.74,27/5226,9.209,7357568400.000,18.50,7357568400.0,7.264
