股票代码,股票简称,营业部买入金额合计[20230508],营业部买入金额合计排名[20230508],最新涨跌幅,a股市值(不含限售股)[20230508],收盘价:不复权[20230508],总市值[20230508],市净率(pb)[20230508]
600072.SH,中船科技,744007139.69,5/5191,9.996,20416209000.000,27.73,20416209255.59,5.056
000928.SZ,中钢国际,505767666.0,6/5191,10.040,14181308000.000,11.07,14181566658.93,2.122
601900.SH,南方传媒,353947173.28,7/5191,1.527,20246810000.000,22.60,20246810391.6,2.713
600248.SH,陕西建工,234734381.95,12/5191,5.974,10807439700.000,7.45,27482173030.7,1.424
601801.SH,皖新传媒,216443256.18,15/5191,6.472,20289888000.000,10.20,20289888317.4,1.759
000885.SZ,城发环境,209995205.0,17/5191,10.036,9714644000.000,15.13,9714643998.15,1.421
600425.SH,青松建化,190703721.24,19/5191,-2.799,7183496300.000,5.21,8360506313.47,1.408
600636.SH,国新文化,103802117.27,27/5191,9.978,6505432200.000,14.77,6505432246.95,2.418
601811.SH,新华文轩,92627769.53,29/5191,-7.578,14776927000.000,18.66,17491226926.433,1.814
