股票代码,股票简称,营业部买入金额合计[20230629],营业部买入金额合计排名[20230629],最新涨跌幅,a股市值(不含限售股)[20230629],收盘价:不复权[20230629],总市值[20230629],市净率(pb)[20230629]
002527.SZ,新时达,244243772.0,1/5247,1.531,6957113700.000,13.26,8798098722.66,4.341
000936.SZ,华西股份,242061567.0,2/5247,-5.106,11523895500.000,13.01,11527027659.87,2.272
000037.SZ,深南电A,230301040.0,3/5247,3.849,4480194000.000,13.22,5076276655.6926,5.593
603108.SH,润达医疗,199936633.92,5/5247,10.012,10443396000.000,18.02,10443395962.52,2.706
600776.SH,东方通信,125878706.69,11/5247,9.969,13603881000.000,14.23,14580855150.72,5.300
600310.SH,桂东电力,117383790.91,13/5247,-5.620,6939534300.000,5.71,8369208222.62,2.687
002835.SZ,同为股份,99295727.0,16/5247,9.995,2773474000.000,21.79,4782772756.49,5.131
