股票代码,股票简称,营业部买入金额合计[20230323],营业部买入金额合计排名[20230323],最新涨跌幅,a股市值(不含限售股)[20230323],收盘价:不复权[20230323],总市值[20230323],市净率(pb)[20230323]
002463.SZ,沪电股份,591156888,6/5152,9.979,39695134000.000,20.94,39716034685.68,4.803
002261.SZ,拓维信息,364933883,9/5152,4.676,14239255000.000,12.76,16024361120.24,4.405
002131.SZ,利欧股份,129951966,17/5152,-6.667,14703080000.000,2.52,17022106596.6,1.428
