股票代码,股票简称,营业部买入金额合计[20230413],营业部买入金额合计排名[20230413],最新涨跌幅,a股市值(不含限售股)[20230413],收盘价:不复权[20230413],总市值[20230413],市净率(pb)[20230413]
002315.SZ,焦点科技,275670216,8/5169,6.722,4976450700.000,25.56,7956756355.32,3.535
