股票代码,股票简称,营业部买入金额合计[20230717],营业部买入金额合计排名[20230717],最新涨跌幅,a股市值(不含限售股)[20230717],收盘价:不复权[20230717],总市值[20230717],市净率(pb)[20230717]
002703.SZ,浙江世宝,266783931,3/5249,4.646,10215024200.000,18.47,11184209323.192,10.405
002893.SZ,京能热力,95706792,12/5249,-6.934,2950807100.000,14.63,2966964000.0,3.560
