股票代码,股票简称,营业部买入金额合计[20230223],营业部买入金额合计排名[20230223],最新涨跌幅,a股市值(不含限售股)[20230223],收盘价:不复权[20230223],总市值[20230223],市净率(pb)[20230223]
002261.SZ,拓维信息,265971714,3/5122,-10.038,10601326300.000,9.50,11930362903,3.280
002762.SZ,金发拉比,83743146,8/5122,5.310,2831747000.000,14.08,4984672000,5.118
