股票代码,股票简称,营业部买入金额合计[20230615],营业部买入金额合计排名[20230615],最新涨跌幅,a股市值(不含限售股)[20230615],收盘价:不复权[20230615],总市值[20230615],市净率(pb)[20230615]
002261.SZ,拓维信息,527728762,1/5237,0.480,21117196000.000,18.83,23656650101.42,9.352
002536.SZ,飞龙股份,152052582,9/5237,-10.027,6256511500.000,13.28,6649452889.92,2.808
002177.SZ,御银股份,104912467,13/5237,10.124,3394913200.000,4.46,3394913171.24,2.005
002703.SZ,浙江世宝,91123871,15/5237,-6.612,5077093800.000,9.18,5571617029.199,5.172
