股票代码,股票简称,营业部买入金额合计[20230718],营业部买入金额合计排名[20230718],最新涨跌幅,a股市值(不含限售股)[20230718],收盘价:不复权[20230718],总市值[20230718],市净率(pb)[20230718]
603220.SH,中贝通信,118484312.53,6/5249,10.012,6052191400.000,18.13,6098362282.88,3.432
603730.SH,岱美股份,114544849.37,7/5249,8.287,22261325000.000,17.51,22261324702.12,5.060
000004.SZ,国华网安,99190624.0,10/5249,5.950,2647089100.000,22.26,2957196658.08,8.570
002723.SZ,小崧股份,87132403.0,14/5249,-7.550,3700936100.000,12.00,3817628112.0,3.052
