股票代码,股票简称,营业部买入金额合计[20230511],营业部买入金额合计排名[20230511],最新涨跌幅,a股市值(不含限售股)[20230511],收盘价:不复权[20230511],总市值[20230511],市净率(pb)[20230511]
601949.SH,中国出版,316659044.57,5/5194,-5.010,27301050000.000,14.98,27301050000.0,3.327
000681.SZ,视觉中国,223111235.0,7/5194,-3.172,13959596000.000,20.76,14543987571.36,4.256
600072.SH,中船科技,151369804.02,13/5194,-10.000,19216122000.000,26.10,19216121946.3,4.759
002712.SZ,思美传媒,101329941.0,19/5194,-1.213,5252778400.000,9.77,5317578454.46,3.412
603357.SH,设计总院,86748876.6,23/5194,-10.000,6790867900.000,14.94,6985591087.32,2.138
