股票代码,股票简称,营业部买入金额合计[20230315],营业部买入金额合计排名[20230315],最新涨跌幅,a股市值(不含限售股)[20230315],收盘价:不复权[20230315],总市值[20230315],市净率(pb)[20230315]
000065.SZ,北方国际,426343453.0,1/5137,9.977,12972745900.000,14.33,14354495902.62,1.882
600228.SH,返利科技,137230616.9,2/5137,9.989,2364936000.000,9.80,7152016989.6,8.716
002808.SZ,恒久科技,118817966.0,4/5137,0.325,3449962500.000,18.51,4975488000.0,12.046
000989.SZ,九芝堂,105652033.0,6/5137,10.009,7810347900.000,11.87,10160031682.44,2.573
