股票代码,股票简称,营业部买入金额合计[20230630],营业部买入金额合计排名[20230630],最新涨跌幅,a股市值(不含限售股)[20230630],收盘价:不复权[20230630],总市值[20230630],市净率(pb)[20230630]
000936.SZ,华西股份,396575878.0,2/5249,6.841,12312232700.000,13.90,12315579129.3,2.427
002031.SZ,巨轮智能,276146258.0,6/5249,10.074,8663485500.000,4.48,9853292601.6,3.999
600237.SH,铜峰电子,128101446.57,17/5249,10.027,4644761500.000,8.23,4644761519.95,3.726
603767.SH,中马传动,114771397.61,18/5249,6.694,4753099700.000,15.46,4753099700.0,3.223
000037.SZ,深南电A,101780855.0,21/5249,-7.186,4158243600.000,12.27,4734949397.9317,5.191
600310.SH,广西能源,80997304.4,26/5249,-8.231,6368329200.000,5.24,7680324183.28,2.466
