股票代码,股票简称,营业部买入金额合计[20230529],营业部买入金额合计排名[20230529],最新涨跌幅,a股市值(不含限售股)[20230529],收盘价:不复权[20230529],总市值[20230529],市净率(pb)[20230529]
603662.SH,柯力传感,161287827.69,10/5211,9.985,8320989000.000,29.63,8385239391.96,3.567
000526.SZ,学大教育,119464434.0,15/5211,10.015,3479888100.000,29.55,3479888050.95,7.914
600310.SH,桂东电力,87405519.06,25/5211,10.045,5991576900.000,4.93,7225953859.46,2.320
