股票代码,股票简称,营业部买入金额合计[20230512],营业部买入金额合计排名[20230512],最新涨跌幅,a股市值(不含限售股)[20230512],收盘价:不复权[20230512],总市值[20230512],市净率(pb)[20230512]
600636.SH,国新文化,348410949.13,4/5195,0.000,8284846300.000,18.81,8284846348.35,3.080
000681.SZ,视觉中国,270975453.0,5/5195,-10.019,12560947000.000,18.68,13086786504.48,3.829
600072.SH,中船科技,250148614.34,7/5195,-10.000,17294510000.000,23.49,17294509751.67,4.283
601999.SH,出版传媒,174943501.62,8/5195,10.000,5211653100.000,9.46,5211653062.0,2.135
002354.SZ,天娱数科,142041561.0,10/5195,-9.962,11401584500.000,7.05,11664830031.0,4.818
600088.SH,中视传媒,118936733.78,12/5195,9.982,7449040900.000,18.73,7449040872.0,7.354
000526.SZ,学大教育,111176596.0,14/5195,2.723,3020613500.000,25.65,3020613485.85,6.869
