股票代码,股票简称,营业部买入金额合计[20230719],营业部买入金额合计排名[20230719],最新涨跌幅,a股市值(不含限售股)[20230719],收盘价:不复权[20230719],总市值[20230719],市净率(pb)[20230719]
000004.SZ,国华网安,96066021,12/5251,-9.793,2387850400.000,20.08,2667588000.64,7.731
002355.SZ,兴民智通,80563061,17/5251,9.982,3814088200.000,6.17,3828919368.0,2.748
