股票代码,股票简称,营业部买入金额合计[20230303],营业部买入金额合计排名[20230303],最新涨跌幅,a股市值(不含限售股)[20230303],收盘价:不复权[20230303],总市值[20230303],市净率(pb)[20230303]
002261.SZ,拓维信息,607312755,1/5131,6.794,13156803900.000,11.79,14806208276.46,4.070
002808.SZ,恒久科技,179640389,6/5131,0.437,3429460300.000,18.40,4945920000.0,11.975
