股票代码,股票简称,营业部买入金额合计[20230414],营业部买入金额合计排名[20230414],最新涨跌幅,a股市值(不含限售股)[20230414],收盘价:不复权[20230414],总市值[20230414],市净率(pb)[20230414]
600629.SH,华建集团,89822053.63,27/5169,10.071,5842869700.000,6.23,6048973818.44,1.337
002315.SZ,焦点科技,89433014.0,29/5169,-7.434,4606526700.000,23.66,7365291681.02,3.273
