股票代码,股票简称,营业部买入金额合计[20230324],营业部买入金额合计排名[20230324],最新涨跌幅,a股市值(不含限售股)[20230324],收盘价:不复权[20230324],总市值[20230324],市净率(pb)[20230324]
002261.SZ,拓维信息,515220918.0,3/5152,10.031,15667644000.000,14.04,17631820542.96,4.847
603083.SH,剑桥科技,267402363.56,7/5152,9.993,7611995900.000,29.94,7843125543.54,3.981
600839.SH,四川长虹,180174144.29,12/5152,9.970,16798449000.000,3.64,16803128968.08,1.257
002045.SZ,国光电器,117057208.0,18/5152,10.024,8470697400.000,18.11,8482432664.43,4.023
600228.SH,返利科技,94505924.2,23/5152,10.027,3456892200.000,12.40,9049490884.8,11.028
