股票代码,股票简称,营业部买入金额合计[20230608],营业部买入金额合计排名[20230608],最新涨跌幅,a股市值(不含限售股)[20230608],收盘价:不复权[20230608],总市值[20230608],市净率(pb)[20230608]
600839.SH,四川长虹,488510046.07,1/5229,10.023,21782605000.000,4.72,21788672727.84,1.588
002173.SZ,创新医疗,169388336.0,5/5229,-9.962,4443408000.000,11.84,5364462262.72,2.820
601949.SH,中国出版,131277937.09,11/5229,-10.006,26389800000.000,14.48,26389800000.0,3.216
000802.SZ,北京文化,107233852.0,12/5229,-0.875,6482115200.000,9.06,6486056310.3,4.256
