股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002902.SZ,铭普光磁,28.55,20260326,222095855.49,148503707.49,73592148.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2056,10.019267822736035,800G光模块+AI算力+磁性元器件,0.6686469099676039,1/72,5071400600.000,28.0,28.55,27.51,28.55,4.008,27813432,002902
600310.SH,广西能源,6.0,20260326,240746667.0,154464703.68,86281963.32,日涨幅偏离值达7%的证券,单日榜,6084,10.091743119266052,电力+绿色电力+广西国资,0.6416068209991045,2/72,8794264300.000,5.31,6.0,5.2,6.0,14.679,199578388,600310
603520.SH,司太立,10.3,20260326,76978132.32,44923722.32,32054410.0,日涨幅偏离值达7%的证券,单日榜,2441,10.042735042735057,六氟磷酸锂+碘造影剂+产能爬坡,0.5835907025290115,3/72,4515621800.000,9.36,10.3,9.32,10.3,10.470,38420361,603520
600800.SH,渤海化学,5.21,20260326,97536939.45,56028345.45,41508594.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7852,9.915611814345985,丙烯酸酯投产+氢能源+天津国资,0.574432064056322,4/72,5781694400.000,4.9,5.21,4.9,5.21,6.540,59399168,600800
000720.SZ,新能泰山,5.01,20260326,95364586.42,45441425.42,49923161.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7003,10.10989010989011,电缆+光纤+央企,0.47650209711883107,6/72,6295223200.000,5.01,5.01,5.01,5.01,0.000,21171172,000720
601908.SH,京运通,5.03,20260326,288129170.41,133145613.04,154983557.37,日涨幅偏离值达7%的证券,单日榜,3529,10.065645514223194,电力板块+硅片+光伏设备,0.46210389892331066,7/72,12145452400.000,4.5,5.03,4.46,5.03,12.473,277528151,601908
600207.SH,安彩高科,6.58,20260326,81268528.08,35116651.08,46151877.0,日涨幅偏离值达7%的证券,单日榜,6470,10.033444816053505,光伏玻璃+光热玻璃+河南国资+高纯石英砂,0.43210639972993586,8/72,7167676600.000,5.91,6.58,5.73,6.58,14.214,92101652,600207
002149.SZ,西部材料,46.74,20260326,640331866.82,256643215.47,383688651.35,日涨幅偏离值达7%的证券,单日榜,4525,10.002353494939985,商业航天+可控核聚变+超导+国企,0.40079719403086256,9/72,22815630000.000,43.74,46.74,42.41,46.74,10.191,94693175,002149
000692.SZ,惠天热电,4.9,20260326,100586248.4,36088225.9,64498022.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7052,10.1123595505618,供热+沈阳国资,0.35877892330260125,10/72,2610881600.000,4.39,4.9,4.33,4.9,12.809,31222982,000692
600527.SH,江南高纤,2.58,20260326,162715333.2,56397163.2,106318170.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5422,1.5748031496063006,,0.34660017646081315,11/72,4467943100.000,2.55,2.68,2.55,2.58,5.118,232058894,600527
600758.SH,辽宁能源,6.14,20260326,163920967.08,53334387.08,110586580.0,日振幅值达15%的证券;日换手率达20%的证券,单日榜,7128,7.342657342657342,,0.3253664740397162,13/72,8109364400.000,5.72,6.29,5.22,6.14,18.706,436636430,600758
600163.SH,中闽能源,8.29,20260326,192722058.75,62105615.51,130616443.24,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6744,9.946949602122004,绿电直连+渔光互补+抽水蓄能+福建国资,0.32225483638364255,14/72,15775838000.000,8.29,8.29,8.15,8.29,1.857,77361604,600163
002361.SZ,神剑股份,12.4,20260326,286357281.91,77175155.91,209182126.0,日涨幅偏离值达7%的证券,单日榜,3902,10.026619343389537,商业航天+无人机+聚酯树脂+地方国资,0.2695065248393284,17/72,10033125000.000,11.51,12.4,11.19,12.4,10.737,158137220,002361
603601.SH,再升科技,13.44,20260326,654765077.32,174224519.1,480540558.22,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2714,9.983633387888696,SpaceX供货传闻+玻璃微纤维+高效滤材,0.2660870671556176,18/72,15353063000.000,13.44,13.44,12.85,13.44,4.828,422505352,603601
000767.SZ,晋控电力,4.63,20260326,582648030.31,135028788.64,447619241.67,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6982,9.976247030878858,火电预增+绿色电力+山西国资,0.23175018470097195,19/72,13483701000.000,4.46,4.63,4.38,4.63,5.938,210188930,000767
600726.SH,华电能源,6.77,20260326,584275910.99,124905789.89,459370121.1,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7211,10.081300813008117,热电联产+绿电转型+煤炭概念+央企,0.21377877735599096,20/72,50608026000.000,6.21,6.77,5.82,6.77,15.447,596717092,600726
600726.SH,华电能源,6.77,20260326,345315888.47,44847231.35,300468657.12,日涨幅偏离值达7%的证券,单日榜,7211,10.081300813008117,热电联产+绿电转型+煤炭概念+央企,0.12987306071755278,23/72,50608026000.000,6.21,6.77,5.82,6.77,15.447,596717092,600726
601869.SH,长飞光纤,268.88,20260326,2256348384.82,289347066.49,1967001318.33,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1862,4.769326683291775,,0.12823687531439548,24/72,109256246000.000,258.44,276.5,254.07,268.88,8.740,21681184,601869
002192.SZ,融捷股份,70.91,20260326,478634216.95,44022353.8,434611863.15,日涨幅偏离值达7%的证券,单日榜,4447,10.00620539869687,锂矿+负极材料+年报增长,0.09197494086512152,27/72,18374035000.000,67.06,70.91,65.62,70.91,8.207,40667150,002192
600396.SH,华电辽能,8.88,20260326,305622786.12,18697096.12,286925690.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6064,6.474820143884903,,0.06117703577461255,30/72,13077636500.000,8.96,9.17,8.4,8.88,9.233,345097350,600396
