股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603348.SH,文灿股份,38.54,20231225,58770083.0,41498546.0,17271537.0,日涨幅偏离值达7%的证券,单日榜,1378,9.989,一体化压铸+华为汽车+特斯拉,0.7061168520044458,1/61,10176482400.000,35.26,38.54,35.25,38.54,9.389,5297541.00,603348
002952.SZ,亚世光电,26.48,20231225,146763012.2,83422442.41,63340569.79,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1154,10.013,硅基OLED+电子纸+激光雷达+外销高占比,0.5684159868313197,2/61,3496552400.000,24.70,26.48,22.90,26.48,14.873,18543676.00,002952
601020.SH,华钰矿业,9.76,20231225,69389168.6,34053271.2,35335897.4,日涨幅偏离值达7%的证券,单日榜,1894,10.034,有色金属+一带一路,0.490757734774185,4/61,7683980400.000,8.92,9.76,8.92,9.76,9.470,49329595.00,601020
603305.SH,旭升集团,20.15,20231225,105236594.1,48411374.31,56825219.79,日涨幅偏离值达7%的证券,单日榜,1573,9.989,汽车零部件+减速器+特斯拉+蔚来汽车,0.46002414582134415,5/61,18804281000.000,18.53,20.15,18.53,20.15,8.843,13891237.00,603305
002962.SZ,五方光电,18.58,20231225,113961966.0,47702138.38,66259827.62,日涨幅偏离值达7%的证券,单日榜,1037,10.006,MR+窄带滤光片+华为+CPO,0.41857946167759164,6/61,3887392100.000,16.83,18.58,16.79,18.58,10.598,56377051.00,002962
603729.SH,龙韵股份,41.05,20231225,130423095.0,53629359.01,76793735.99,日涨幅偏离值达7%的证券,单日榜,2134,9.995,龙字辈+广告传媒+数据要素+短视频,0.4111952642283178,7/61,3831524900.000,38.61,41.05,38.48,41.05,6.886,25602893.00,603729
002682.SZ,龙洲股份,7.06,20231225,104461386.82,41374172.82,63087214.0,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,2807,9.969,控股股东变更+龙字辈+现代物流+天然气+国企改革,0.39607144878607503,8/61,3970263000.000,6.31,7.06,5.78,7.06,19.938,144676720.00,002682
600630.SH,龙头股份,16.61,20231225,198708144.91,72675844.41,126032300.5,日涨幅偏离值达7%的证券,单日榜,7523,10.000,龙字辈+上海国资+外贸+网红经济,0.3657416480986059,9/61,7056951100.000,15.10,16.61,15.10,16.61,10.000,142985920.00,600630
002855.SZ,捷荣技术,42.81,20231225,184345008.5,57184555.5,127160453.0,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,1647,9.995,华为+消费电子,0.3102039809230853,10/61,10536252500.000,39.57,42.81,35.03,42.81,19.990,57059670.00,002855
002862.SZ,实丰文化,20.39,20231225,84092639.53,19852848.64,64239790.89,日振幅值达15%的证券,单日榜,1634,4.511,,0.23608307160958492,16/61,1838710700.000,19.47,21.46,18.32,20.39,16.094,31973066.00,002862
002238.SZ,天威视讯,15.76,20231225,271084503.84,35622193.5,235462310.34,日涨幅偏离值达7%的证券,单日榜,3792,9.979,短剧+数字电视+数据中心+算力租赁,0.13140623309484706,23/61,12648332400.000,13.75,15.76,13.73,15.76,14.166,103344637.00,002238
002903.SZ,宇环数控,25.72,20231225,87863209.98,997028.31,86866181.67,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1509,10.009,碳化硅+工业母机+机器人+新能源汽车,0.01134750608618727,29/61,2561166700.000,23.00,25.72,22.70,25.72,12.917,25719353.00,002903
