股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603458.SH,勘设股份,5.12,20240619,13538250.92,8064730.8,5473520.12,日涨幅偏离值达7%的证券,单日榜,0.5956996105077361,2/65,回购+智能交通+ETC门架+工程咨询,10.108,1665,1593957600.000,4.70,5.12,4.70,5.12,9.032,7907586.00,603458
600491.SH,龙元建设,2.71,20240619,27395839.0,13884199.0,13511640.0,日涨幅偏离值达7%的证券,单日榜,0.5067995544870884,4/65,实控人拟变更为杭州交投+基建工程+光伏建筑一体化+水利,10.163,4881,4145644100.000,2.61,2.71,2.52,2.71,7.724,25068716.00,600491
000677.SZ,恒天海龙,3.36,20240619,56130413.79,25446174.97,30684238.82,日涨幅偏离值达7%的证券,单日榜,0.4533402348538076,5/65,布局低空经济+化学纤维+防弹材料+外销+低价股,10.164,6658,2902965900.000,2.99,3.36,2.95,3.36,13.443,98934508.00,000677
601579.SH,会稽山,11.72,20240619,45174972.6,19228451.66,25946520.94,日涨幅偏离值达7%的证券,单日榜,0.42564390310222344,6/65,“一日一熏”气泡黄酒+白酒,10.047,2386,5619311200.000,10.59,11.72,10.56,11.72,10.892,17105548.00,601579
603825.SH,华扬联众,9.26,20240619,45860118.0,18430584.0,27429534.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4018869729031225,9/65,华为惊鸿动能+Sora概念+广告营销+上海数据交易中心,9.976,1670,2345896500.000,8.30,9.26,8.29,9.26,11.520,21481030.00,603825
000677.SZ,恒天海龙,3.36,20240619,71477271.35,26837327.24,44639944.11,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.37546658865286975,11/65,布局低空经济+化学纤维+防弹材料+外销+低价股,10.164,6658,2902965900.000,2.99,3.36,2.95,3.36,13.443,98934508.00,000677
600766.SH,退市园城,0.36,20240619,1188622.11,433119.43,755502.68,退市整理证券,单日榜,0.36438782886177334,12/65,,0.000,6701,80615546.000,0.36,0.38,0.34,0.36,11.111,5745212.00,600766
603133.SH,退市碳元,0.31,20240619,1455667.0,493706.0,961961.0,退市整理证券,单日榜,0.33916136039355155,14/65,,-3.125,1762,64847412.000,0.31,0.32,0.30,0.31,6.250,5741500.00,603133
002433.SZ,太安退,0.26,20240619,6812042.0,2226052.0,4585990.0,退市整理证券,单日榜,0.3267818959425089,15/65,,4.000,3402,193540280.000,0.26,0.27,0.24,0.26,12.000,49275500.00,002433
000996.SZ,中期退,0.42,20240619,3532552.0,1110077.0,2422475.0,退市整理证券,单日榜,0.31424222488444614,16/65,,-2.326,5801,144900000.000,0.42,0.44,0.41,0.42,6.977,12999750.00,000996
002087.SZ,新纺退,0.16,20240619,1397263.0,410916.0,986347.0,退市整理证券,单日榜,0.29408636741973415,18/65,,-5.882,4265,130502101.000,0.17,0.17,0.16,0.16,5.882,15016730.00,002087
600421.SH,华嵘控股,6.58,20240619,16511727.0,4556366.0,11955361.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.2759472706882811,19/65,低价微盘股+房屋建筑PC构件+装配式建筑+风电混塔模具,10.033,4871,1287048000.000,6.35,6.58,6.20,6.58,6.355,6794900.00,600421
002037.SZ,保利联合,7.33,20240619,27666796.0,6231709.0,21435087.0,日涨幅偏离值达7%的证券,单日榜,0.22524144104001056,21/65,民爆+生态修复+矿山及一体化业务,10.060,4804,3546866500.000,6.69,7.33,6.59,7.33,11.111,28421796.00,002037
603843.SH,正平股份,2.60,20240619,25641214.4,5689348.4,19951866.0,日涨幅偏离值达7%的证券,单日榜,0.2218829541864445,22/65,公路工程+大基建+文旅+有色金属+青海,10.170,1889,1819020400.000,2.40,2.60,2.38,2.60,9.322,28956160.00,603843
002869.SZ,金溢科技,34.21,20240619,121146452.75,21596015.45,99550437.3,日换手率达20%的证券;日涨幅偏离值达7%的证券,单日榜,0.17826370446492498,23/65,车路协同+智慧交通+无人驾驶+华为鸿蒙,10.000,1725,5410589600.000,33.00,34.21,32.23,34.21,6.367,37859138.00,002869
605588.SH,冠石科技,47.72,20240619,52821807.0,4511225.68,48310581.32,日换手率达20%的证券,单日榜,0.08540460722973751,28/65,,6.518,689,1102311050.000,44.35,49.28,44.05,47.72,11.674,10498268.00,605588
600711.SH,盛屯矿业,3.83,20240619,86817523.0,2737788.0,84079735.0,日涨幅偏离值达7%的证券,单日榜,0.031534970192595796,31/65,不存在其他重大会计差错+金属+黄金,10.058,6804,11959823300.000,3.63,3.83,3.54,3.83,8.333,130339153.00,600711
603679.SH,华体科技,13.24,20240619,67163355.0,1391181.0,65772174.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.020713393486671415,33/65,,5.835,1700,2160705700.000,12.51,13.50,12.33,13.24,9.353,31187655.00,603679
