股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
002902.SZ,铭普光磁,35.02,6.606,20240315,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,4,35924247,1.088012,43362710.62,1.313295,-7438463.62,卖出金额最大的前5名,日换手率达20%的证券,单日榜,1566,002902
000737.SZ,北方铜业,6.81,10.016,20240315,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,2,18240,0.001683,18520128.05,1.709242,-18501888.05,卖出金额最大的前5名,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6520,000737
002902.SZ,铭普光磁,35.02,6.606,20240315,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,5,35924247,1.088012,43362710.62,1.313295,-7438463.62,买入金额最大的前5名,日换手率达20%的证券,单日榜,1566,002902
