股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
000793.SZ,华闻集团,0.86,20240604,102283075.48,77765766.08,24517309.4,日涨幅偏离值达7%的证券;日振幅值达15%的证券,单日榜,0.7602994504717057,1/78,地天板+面值退市博弈+传媒+车联网,10.256,6510,1686467400.000,0.70,0.86,0.70,0.86,20.513,373487110.00,000793
605258.SH,协和电子,25.97,20240604,40835248.0,26415719.0,14419529.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6468852350302856,2/78,PCB+汽车电子+高频通讯+毫米波雷达,9.996,848,2285360000.000,25.97,25.97,25.97,25.97,0.000,1576600.00,605258
603776.SH,永安行,10.74,20240604,24055565.36,13333372.36,10722193.0,日涨幅偏离值达7%的证券,单日榜,0.5542739137684519,3/78,氢能源+存储芯片+两轮车+物联网,10.041,1649,2464563000.000,9.76,10.74,9.61,10.74,11.578,7907837.00,603776
000564.SZ,供销大集,2.10,20240604,162550286.96,88659674.91,73890612.05,日涨幅偏离值达7%的证券,单日榜,0.545429211895622,4/78,摘帽+供销社+持续经营能力不存在重大不确定性,9.948,7382,31881572000.000,1.90,2.10,1.85,2.10,13.089,490517790.00,000564
002501.SZ,利源股份,1.08,20240604,85381247.0,45107363.0,40273884.0,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.5283052729365735,5/78,,-6.897,3292,3824408500.000,1.12,1.13,1.05,1.08,6.897,127519526.00,002501
600550.SH,保变电气,4.69,20240604,48702036.0,23863415.48,24838620.52,日涨幅偏离值达7%的证券;日振幅值达15%的证券,单日榜,0.48998804649563316,6/78,输变电设备+中兵系,10.094,5646,8636768600.000,4.29,4.69,4.05,4.69,15.024,50776730.00,600550
601028.SH,玉龙股份,12.50,20240604,143856146.08,63885027.24,79971118.84,日涨幅偏离值达7%的证券,单日榜,0.44408966165736724,7/78,黄金+大宗商品贸易+国企,10.035,3055,9787822000.000,11.52,12.50,11.50,12.50,8.803,48269048.00,601028
002869.SZ,金溢科技,21.65,20240604,86196438.0,38105544.92,48090893.08,日涨幅偏离值达7%的证券,单日榜,0.4420779536156703,8/78,车路协同+智慧交通+无人驾驶+华为鸿蒙,10.010,1715,3424123500.000,20.29,21.65,20.25,21.65,7.114,24207112.00,002869
603709.SH,中源家居,14.89,20240604,31788040.6,12165636.8,19622403.8,日振幅值达15%的证券,单日榜,0.38271112564264187,9/78,沙发+跨境电商+外销+养老,9.971,1530,1429440000.000,13.59,14.89,12.51,14.89,17.578,6419440.00,603709
001314.SZ,亿道信息,43.75,20240604,91017958.03,30275211.69,60742746.34,日换手率达20%的证券,单日榜,0.3326289926216663,10/78,,-7.191,317,2264659900.000,45.93,46.00,42.43,43.75,7.573,12237203.00,001314
600297.SH,广汇汽车,1.38,20240604,42137040.31,9930482.82,32206557.49,日涨幅偏离值达7%的证券,单日榜,0.23567110425748836,16/78,增持+经营正常+乘用车经销+问界,10.400,5709,11193637000.000,1.22,1.38,1.22,1.38,12.800,235618600.00,600297
600306.SH,退市商城,0.34,20240604,1363687.0,188880.5,1174806.5,退市整理证券,单日榜,0.1385072234317699,20/78,,3.030,5681,127265817.000,0.33,0.36,0.33,0.34,9.091,8745944.00,600306
001298.SZ,好上好,18.39,20240604,48656548.45,6591465.01,42065083.44,日换手率达20%的证券,单日榜,0.13546922706146042,22/78,,-4.318,387,1934557800.000,19.22,19.40,18.10,18.39,6.764,24086847.00,001298
002427.SZ,尤夫股份,3.92,20240604,9554477.5,1037759.57,8516717.93,日振幅值达15%的证券,单日榜,0.10861499961667187,25/78,,2.350,3397,3858289200.000,3.71,4.09,3.48,3.92,15.927,24051598.00,002427
600312.SH,平高电气,15.68,20240604,274253102.92,11044244.65,263208858.27,日涨幅偏离值达7%的证券,单日榜,0.04027026324373665,29/78,输配电设备+海外业务+机器人+央企,10.035,5651,21276526000.000,14.22,15.68,14.14,15.68,10.807,72334580.00,600312
