股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600083.SH,博信股份,6.67,20240307,26894107.0,22082408.0,4811699.0,日涨幅偏离值达7%的证券,单日榜,0.8210872366946409,1/59,机器人+脑机接口+风电+消费电子+国企,10.066,6487,1520715500.000,6.07,6.67,6.07,6.67,9.901,9995400.00,600083
603069.SH,海汽集团,20.44,20240307,23239804.0,18304178.0,4935626.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7876218749521295,2/59,拟收购海旅免税100%股权,10.011,1860,6459040000.000,20.44,20.44,20.44,20.44,0.000,527400.00,603069
002272.SZ,川润股份,7.27,20240307,67226303.0,50428658.0,16797645.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7501328460677066,3/59,液冷服务器+传感器+高端能源装备,9.985,3756,2437675700.000,7.27,7.27,7.27,7.27,0.000,9097035.00,002272
003005.SZ,竞业达,33.64,20240307,111727026.5,71666658.8,40060367.7,日涨幅偏离值达7%的证券,单日榜,0.6414442507337291,4/59,多模态AI+教育信息化+算力基地+信创,10.007,836,2483281200.000,30.58,33.64,29.56,33.64,13.342,16174495.00,003005
003005.SZ,竞业达,33.64,20240307,170958855.55,108774672.75,62184182.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6362622889586839,5/59,多模态AI+教育信息化+算力基地+信创,10.007,836,2483281200.000,30.58,33.64,29.56,33.64,13.342,16174495.00,003005
002217.SZ,合力泰,2.27,20240307,97127229.86,57799454.98,39327774.88,日涨幅偏离值达7%的证券,单日榜,0.5950901211052,7/59,预重整+触控类显示产品+华为+国企改革,10.194,3903,7066599300.000,2.09,2.27,2.07,2.27,9.709,229133620.00,002217
600560.SH,金自天正,18.30,20240307,109703687.5,58207119.5,51496568.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5305848948787615,8/59,人工神经网络+新型工业化+央企,9.976,5210,4092712700.000,18.00,18.30,17.70,18.30,3.606,12355525.00,600560
600658.SH,电子城,4.15,20240307,23026607.0,8360092.0,14666515.0,日涨幅偏离值达7%的证券,单日榜,0.36306226097488004,10/59,算力中心+房地产+数字经济+北京国资,10.080,7495,4642127900.000,4.15,4.15,4.15,4.15,0.000,9313680.00,600658
002642.SZ,荣联科技,7.41,20240307,102965767.0,36084376.0,66881391.0,日涨幅偏离值达7%的证券,单日榜,0.35045022293671646,11/59,国资云+云计算+信创+星闪,9.941,2966,4481822900.000,7.37,7.41,7.08,7.41,4.896,104519049.00,002642
600281.SH,华阳新材,3.45,20240307,23599921.21,8174742.21,15425179.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3463885382183443,12/59,稀土磁材回收+贵金属+可降解塑料+国企改革,9.873,5656,1774687000.000,3.35,3.45,3.18,3.45,8.599,23936752.00,600281
002009.SZ,天奇股份,14.74,20240307,102920533.18,34082913.0,68837620.18,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3311575634804732,13/59,人形机器人+优必选+光伏+锂电池回收+华为汽车,10.000,4787,5506970500.000,14.74,14.74,14.74,14.74,0.000,4995195.00,002009
001339.SZ,智微智能,33.31,20240307,75261797.0,21403671.58,53858125.42,日换手率达20%的证券,单日榜,0.28438958984728996,15/59,,0.030,378,2363706700.000,34.00,35.80,33.28,33.31,7.568,24332240.00,001339
002611.SZ,东方精工,9.04,20240307,738911592.95,128658438.27,610253154.68,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1741188519675938,18/59,机器人+英伟达概念+氢液化装置+可控核聚变+瓦楞纸包装装备,9.976,3040,8987313100.000,8.40,9.04,8.40,9.04,7.786,313274230.00,002611
603388.SH,元成股份,6.11,20240307,18614272.0,2038878.0,16575394.0,日涨幅偏离值达7%的证券,单日榜,0.10953305076878644,21/59,半导体清洗设备+先进封装+风电+生态景观,10.090,1690,1990232100.000,5.58,6.11,5.57,6.11,9.730,23827900.00,603388
600678.SH,四川金顶,8.02,20240307,90377352.0,9242382.0,81134970.0,日换手率达20%的证券,单日榜,0.10226435932754481,24/59,氢能源+非金属矿开采+国企改革,10.014,7397,2798899800.000,7.15,8.02,7.12,8.02,12.346,144884910.00,600678
002611.SZ,东方精工,9.04,20240307,255559109.33,17626404.53,237932704.8,日涨幅偏离值达7%的证券,单日榜,0.0689719281625734,25/59,机器人+英伟达概念+氢液化装置+可控核聚变+瓦楞纸包装装备,9.976,3040,8987313100.000,8.40,9.04,8.40,9.04,7.786,313274230.00,002611
