股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002916.SZ,深南电路,62.57,20240222,153305291.62,81771131.44,71534160.18,日涨幅偏离值达7%的证券,单日榜,0.5333875339586271,4/53,央企+PCB+数据中心,10.004,1502,31950733000.000,58.03,62.57,58.03,62.57,7.982,7938264.00,002916
603963.SH,大理药业,7.32,20240222,14114394.8,6112902.8,8001492.0,日涨幅偏离值达7%的证券,单日榜,0.433097053513056,7/53,中药注射剂,10.075,1555,1608204000.000,6.56,7.32,6.50,7.32,12.331,15391068.00,603963
002789.SZ,建艺集团,10.18,20240222,24381497.28,9945601.48,14435895.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.40791594403672327,9/53,建筑装饰+互联网金融+增资+珠海国资,10.054,1933,1314199650.000,10.18,10.18,10.18,10.18,0.000,1694600.00,002789
600602.SH,云赛智联,10.95,20240222,134228148.56,46802628.12,87425520.44,日涨幅偏离值达7%的证券,单日榜,0.3486796817366457,11/53,算力租赁+数据中心+上海国资+数据要素,10.050,8102,11763617700.000,10.32,10.95,10.32,10.95,6.332,80289724.00,600602
000536.SZ,华映科技,2.88,20240222,89326858.4,28456994.2,60869864.2,日涨幅偏离值达7%的证券,单日榜,0.31857153279220213,14/53,华为+显示面板+福建国资,9.924,7345,7957677600.000,2.60,2.88,2.58,2.88,11.450,146298720.00,000536
600792.SH,云煤能源,4.68,20240222,40620077.92,12703642.52,27916435.4,日涨幅偏离值达7%的证券,单日榜,0.3127429382341273,15/53,焦炭+煤化工+云南国资,10.118,6561,4632842400.000,4.20,4.68,4.17,4.68,12.000,68980286.00,600792
001376.SZ,百通能源,17.48,20240222,47529279.82,13973382.18,33555897.64,日换手率达20%的证券,单日榜,0.29399524320417103,17/53,,4.859,73,805653200.000,16.99,17.48,16.74,17.48,4.439,13106344.00,001376
600520.SH,文一科技,18.92,20240222,126479428.4,36558812.4,89920616.0,日换手率达20%的证券,单日榜,0.28904947517931695,18/53,先进封装+机器人,10.000,5367,2997495600.000,17.22,18.92,16.60,18.92,13.488,54060618.00,600520
600715.SH,文投控股,1.65,20240222,36974481.49,8998127.49,27976354.0,日振幅值达15%的证券,单日榜,0.24336047802140523,20/53,北京国资+影视+游戏+虚拟现实+重整,10.000,6705,3060508300.000,1.48,1.65,1.43,1.65,14.667,199750610.00,600715
000070.SZ,特发信息,8.13,20240222,106556721.09,18952044.37,87604676.72,日涨幅偏离值达7%的证券,单日榜,0.17785874204962362,23/53,华为+算力+光模块+深圳国资,10.014,5771,7224144200.000,7.56,8.13,7.43,8.13,9.472,113326413.00,000070
000628.SZ,高新发展,54.98,20240222,474305299.87,62386238.99,411919060.88,日涨幅偏离值达7%的证券;日换手率达20%的证券,单日榜,0.13153181928833418,28/53,拟收购华鲲振宇70%股权+华为算力,10.004,6608,10560230700.000,53.00,54.98,52.30,54.98,5.362,62354616.00,000628
603363.SH,傲农生物,3.54,20240222,69070495.69,8989529.22,60080966.47,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1301500608935329,29/53,猪肉+预重整+小盘股,9.938,1553,2610590800.000,3.15,3.54,3.15,3.54,12.112,60596365.00,603363
601136.SH,首创证券,21.50,20240222,247647160.42,24123123.68,223524036.74,日换手率达20%的证券,单日榜,0.09740924805714758,30/53,,5.083,281,10351901700.000,19.72,21.66,19.62,21.50,9.971,121643493.00,601136
002217.SZ,合力泰,1.61,20240222,93845655.69,1521542.29,92324113.4,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.016213241612654986,31/53,被债权人申请重整+触控类显示产品+华为+国企改革,10.274,3893,5011993400.000,1.49,1.61,1.46,1.61,10.274,185401490.00,002217
