股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600744.SH,华银电力,7.22,20260226,388353160.22,259756812.63,128596347.59,日涨幅偏离值达7%的证券,单日榜,7143,10.0609756097561,火电盈利+绿证政策+央企,0.6688675134839874,2/73,14664717000.000,6.54,7.22,6.52,7.22,10.671,213216943,600744
600540.SH,新赛股份,5.71,20260226,43910649.62,27618867.6,16291782.02,日涨幅偏离值达7%的证券,单日榜,5374,10.019267822736023,棉花+棉籽蛋白+兵团国资,0.6289787976040424,3/73,3319662400.000,5.33,5.71,5.3,5.71,7.900,29482668,600540
002463.SZ,沪电股份,85.36,20260226,6639690013.81,4051545341.9,2588144671.91,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3767,10.000000000000007,PCB扩产+AI服务器+业绩高增,0.610200978279577,4/73,164131100000.000,78.99,85.36,78.2,85.36,9.227,138660540,002463
600979.SH,广安爱众,5.03,20260226,145586760.5,83664497.8,61922262.7,日涨幅偏离值达7%的证券,单日榜,5214,10.065645514223194,电力+液冷服务器+分布式光伏+国企改革,0.5746710587739192,6/73,6198266700.000,4.57,5.03,4.55,5.03,10.503,133236885,600979
002463.SZ,沪电股份,85.36,20260226,2563369953.7,1413197277.07,1150172676.63,日涨幅偏离值达7%的证券,单日榜,3767,10.000000000000007,PCB扩产+AI服务器+业绩高增,0.5513044556951967,7/73,164131100000.000,78.99,85.36,78.2,85.36,9.227,138660540,002463
600410.SH,华胜天成,27.27,20260226,822056887.72,424755328.98,397301558.74,日换手率达20%的证券,单日榜,5303,10.004033884630902,AI算力+AI应用+DeepSeek概念,0.5166982180005473,8/73,29901410000.000,24.36,27.27,24.36,27.27,11.739,271712113,600410
002428.SZ,云南锗业,44.39,20260226,525621175.38,269604947.86,256016227.52,日涨幅偏离值达7%的证券,单日榜,3815,10.012391573729861,磷化铟+商业航天+锗晶片+小金属,0.5129263440824811,9/73,28988251000.000,44.38,44.39,43.0,44.39,3.445,39781330,002428
002054.SZ,德美化工,11.53,20260226,248536670.59,126388377.25,122148293.34,日换手率达20%的证券,单日榜,4760,6.858202038924934,,0.5085300971883434,10/73,4431851500.000,10.93,11.87,10.8,11.53,9.917,111866529,002054
600759.SH,洲际油气,6.07,20260226,1949205535.46,892636505.8,1056569029.66,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7123,1.6750418760469101,,0.45794888715486,12/73,25152173000.000,5.97,6.51,5.96,6.07,9.213,961074828,600759
002428.SZ,云南锗业,44.39,20260226,966952469.73,439304193.23,527648276.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3815,10.012391573729861,磷化铟+商业航天+锗晶片+小金属,0.45431829069392204,13/73,28988251000.000,44.38,44.39,43.0,44.39,3.445,39781330,002428
603601.SH,再升科技,13.23,20260226,1212308158.75,515812580.41,696495578.34,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2694,1.6129032258064582,,0.42547975668319327,14/73,15113171000.000,13.1,13.5,12.8,13.23,5.376,288819632,603601
605289.SH,罗曼股份,117.18,20260226,1049953030.31,406925696.78,643027333.53,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1171,7.623071271124184,,0.3875656196352466,16/73,12694988300.000,108.87,119.77,104.05,117.18,14.438,15115062,605289
605289.SH,罗曼股份,117.18,20260226,462606939.33,114539071.03,348067868.3,日振幅值达15%的证券,单日榜,1171,7.623071271124184,,0.2475947965585828,21/73,12694988300.000,108.87,119.77,104.05,117.18,14.438,15115062,605289
002916.SZ,深南电路,290.14,20260226,2239749540.81,540784240.79,1698965300.02,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1988,10.001516530178948,PCB+AI算力+存储芯片+央企,0.24144853294374452,22/73,192887810000.000,266.07,290.14,259.88,290.14,11.473,13099107,002916
