股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002076.SZ,星光股份,2.40,20240313,59135731.46,38469049.46,20666682.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.65052124173049,1/55,锂电池+照明设备+增持,10.092,4227,2487936300.000,2.40,2.40,2.40,2.40,0.000,17770206.00,002076
002474.SZ,榕基软件,6.41,20240313,83166344.0,52298054.0,30868290.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.628836756368658,2/55,华为鲲鹏+信创+云办公,9.949,3275,3396839200.000,6.09,6.41,6.09,6.41,5.489,19987203.00,002474
002846.SZ,英联股份,9.42,20240313,25679485.36,15436093.36,10243392.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6011060246574973,3/55,PET铜箔+固态电池+金属包装产品,10.047,1727,2421110500.000,9.42,9.42,9.42,9.42,0.000,3040636.00,002846
600807.SH,济南高新,3.30,20240313,42880761.0,21518731.0,21362030.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5018271713974479,5/55,分子诊断+房地产+黄金+剥离非主业资产+国企改革,10.000,7340,2597160900.000,3.30,3.30,3.11,3.30,6.333,25027053.00,600807
002574.SZ,明牌珠宝,6.03,20240313,35091515.0,17206482.0,17885033.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4903316941431568,6/55,签订58亿合同+TOPCon电池+中高档珠宝首饰,10.037,3134,3183840000.000,6.03,6.03,6.03,6.03,0.000,6498120.00,002574
603138.SH,海量数据,15.47,20240313,91106770.79,41999240.37,49107530.42,日涨幅偏离值达7%的证券,单日榜,0.4609892328069418,7/55,openGauss+华为鲲鹏+国产算力兼容,10.028,1708,4350987600.000,14.30,15.47,14.13,15.47,9.531,30839613.00,603138
000099.SZ,中信海直,12.96,20240313,305794767.78,122424859.29,183369908.49,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4003497514976351,9/55,中字头+飞行汽车+华为,10.017,5728,9204388200.000,12.12,12.96,11.99,12.96,8.234,169853830.00,000099
000008.SZ,神州高铁,2.68,20240313,94055964.77,37152947.86,56903016.91,日跌幅偏离值达7%的证券,单日榜,0.395008949733832,10/55,,-7.586,7754,7200287600.000,2.76,2.83,2.65,2.68,6.207,312702780.00,000008
601279.SH,英利汽车,5.90,20240313,45605611.81,17132416.06,28473195.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.37566464696003377,13/55,汽车零部件+新能源汽车+年报预增,10.075,706,1153097090.000,5.62,5.90,5.40,5.90,9.328,39820587.00,601279
000099.SZ,中信海直,12.96,20240313,232871417.44,82747056.2,150124361.24,日涨幅偏离值达7%的证券,单日榜,0.35533367344800926,14/55,中字头+飞行汽车+华为,10.017,5728,9204388200.000,12.12,12.96,11.99,12.96,8.234,169853830.00,000099
603520.SH,司太立,12.86,20240313,121333194.16,39809885.26,81523308.9,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3281038262909603,15/55,,6.018,1949,4404736500.000,11.92,13.15,11.92,12.86,10.140,22928923.00,603520
002698.SZ,博实股份,17.26,20240313,150473804.0,25572880.0,124900924.0,日涨幅偏离值达7%的证券,单日榜,0.1699490497362584,18/55,人形机器人+医疗器械+年报预增,10.006,2793,14523143000.000,15.74,17.26,15.55,17.26,10.899,45356261.00,002698
601279.SH,英利汽车,5.90,20240313,30744682.0,4678398.25,26066283.75,日涨幅偏离值达7%的证券,单日榜,0.15216934915768524,21/55,汽车零部件+新能源汽车+年报预增,10.075,706,1153097090.000,5.62,5.90,5.40,5.90,9.328,39820587.00,601279
002272.SZ,川润股份,8.23,20240313,127338746.02,18694182.73,108644563.29,日换手率达20%的证券,单日榜,0.1468067129156735,22/55,,2.875,3760,2759569600.000,8.42,8.80,7.90,8.23,11.250,179920630.00,002272
603713.SH,密尔克卫,52.90,20240313,163406680.24,18322087.47,145084592.77,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.11212569426837282,23/55,,6.739,1375,8682122400.000,50.49,53.80,49.97,52.90,7.728,6155671.00,603713
603963.SH,大理药业,9.02,20240313,40524384.0,3904516.3,36619867.7,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.09634980015982475,24/55,中药注射剂+小盘低价股,10.000,1569,1981694000.000,8.31,9.02,8.20,9.02,10.000,22264075.00,603963
603985.SH,恒润股份,21.95,20240313,86254331.0,6180193.8,80074137.2,日涨幅偏离值达7%的证券,单日榜,0.07165082295983491,26/55,算力租赁+英伟达概念+风电,10.025,1667,9676833200.000,20.30,21.95,20.00,21.95,9.774,34019100.00,603985
002902.SZ,铭普光磁,34.43,20240313,255645236.0,14788049.0,240857187.0,日换手率达20%的证券;日涨幅偏离值达7%的证券,单日榜,0.05784597918343372,27/55,硅光800G DR8光模块+华为+磁性元器件,10.000,1564,5188013000.000,34.43,34.43,33.71,34.43,2.300,63380461.00,002902
600733.SH,北汽蓝谷,7.73,20240313,882470600.92,19874838.15,862595762.77,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.022521813337781374,28/55,享界亮相+华为汽车+宁德时代+国企,9.957,6685,35091627000.000,7.00,7.73,6.99,7.73,10.526,552532500.00,600733
001216.SZ,华瓷股份,14.41,20240313,32255318.8,322837.14,31932481.66,日换手率达20%的证券,单日榜,0.010008803261308954,29/55,,2.489,584,907350150.000,14.16,14.85,13.90,14.41,6.757,19908401.00,001216
