股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600280.SH,中央商场,2.87,20240805,49276005.0,37095056.0,12180949.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7528016120625038,1/72,零售+预制菜+房地产,9.962,5784,3238320800.000,2.87,2.87,2.87,2.87,0.000,20338400.00,600280
600561.SH,江西长运,6.39,20240805,29279686.67,12951427.47,16328259.2,日振幅值达15%的证券,单日榜,0.44233490665287917,5/72,出租汽车业务+站点巴士+旅游客运+光伏+半年报预计扭亏,9.983,5358,1817806800.000,5.55,6.39,5.41,6.39,16.868,40989746.00,600561
000880.SZ,潍柴重机,10.73,20240805,101350493.21,41340285.98,60010207.23,日换手率达20%的证券,单日榜,0.40789427530798694,7/72,,-2.455,6391,1739998300.000,10.49,11.13,10.21,10.73,8.364,47033989.00,000880
001379.SZ,腾达科技,36.04,20240805,65373908.0,26253358.2,39120549.8,日涨幅偏离值达7%的证券,单日榜,0.40158771294504836,9/72,商业航天+不锈钢紧固件产品+次新股,10.012,130,1802000000.000,36.04,36.04,35.00,36.04,3.175,12172876.00,001379
002607.SZ,中公教育,2.21,20240805,90004509.27,32942396.94,57062112.33,日涨幅偏离值达7%的证券,单日榜,0.3660082945530847,10/72,职业教育+增持+辟谣破产等传闻,9.950,3155,10756864100.000,2.19,2.21,2.14,2.21,3.483,198355830.00,002607
000901.SZ,航天科技,12.03,20240805,145310997.2,41482043.81,103828953.39,日涨幅偏离值达7%的证券,单日榜,0.28547078066573206,12/72,商业航天+卫星+汽车电子+无人驾驶+央企,9.963,6148,9602266400.000,11.93,12.03,11.28,12.03,6.856,115586386.00,000901
000953.SZ,河化股份,4.43,20240805,34382244.0,8285893.0,26096351.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.2409933743707944,13/72,银亿重整+维生素+医药中间体+半年报预增,9.926,5979,1621921300.000,4.43,4.43,4.18,4.43,6.204,44032038.00,000953
603373.SH,安邦护卫,33.55,20240805,54390678.36,12682042.61,41708635.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.23316573707833416,14/72,低空经济+金融安全服务+国企改革+次新股,10.000,151,901881740.000,32.00,33.55,31.83,33.55,5.639,9001592.00,603373
000016.SZ,深康佳A,2.95,20240805,68712721.0,15773135.57,52939585.43,日振幅值达15%的证券,单日榜,0.22955189869427525,15/72,,-3.595,7880,4709951700.000,3.37,3.37,2.87,2.95,16.340,211466940.00,000016
603278.SH,大业股份,7.93,20240805,66142814.0,13038025.0,53104789.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.19711929704109657,16/72,商业航天+通用设备+胎圈钢丝+光伏,9.986,1635,2710152000.000,7.54,7.93,7.31,7.93,8.599,36124147.00,603278
001379.SZ,腾达科技,36.04,20240805,114029589.59,19724286.04,94305303.55,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.17297515593031434,18/72,商业航天+不锈钢紧固件产品+次新股,10.012,130,1802000000.000,36.04,36.04,35.00,36.04,3.175,12172876.00,001379
600611.SH,大众交通,11.22,20240805,270224990.09,45187348.38,225037641.71,日换手率达20%的证券,单日榜,0.1672212046892854,19/72,网约车+交通运输+数据中心,10.000,7797,17540410000.000,9.79,11.22,9.64,11.22,15.490,498187440.00,600611
