股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002812.SZ,恩捷股份,57.44,20260206,851227878.57,610104142.77,241123735.8,日涨幅偏离值达7%的证券,单日榜,2282,9.99617004978935,固态电池+隔膜龙头+业绩扭亏,0.7167342119890738,1/57,47252111000.000,51.0,57.44,50.77,57.44,12.773,53240282,002812
603876.SH,鼎胜新材,17.77,20260206,191749237.57,114434894.07,77314343.5,日涨幅偏离值达7%的证券,单日榜,1898,10.030959752321989,电池铝箔+业绩预增+全球化布局,0.5967945193431311,4/57,16513078000.000,16.0,17.77,15.72,17.77,12.694,40140907,603876
003018.SZ,金富科技,20.54,20260206,90601998.2,53374741.2,37227257.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1277,10.016068559185845,拟收购两家液冷散热企业+塑料瓶盖龙头,0.5891121858281487,5/57,2012487100.000,20.54,20.54,20.54,20.54,0.000,2294730,003018
600759.SH,洲际油气,5.5,20260206,646326033.44,379520012.82,266806020.62,日振幅值达15%的证券,单日榜,7115,10.0,油气开采+地缘局势+哈萨克斯坦油田,0.5871959246327213,6/57,22790272000.000,4.5,5.5,4.5,5.5,20.000,864084362,600759
603629.SH,利通电子,46.01,20260206,469362393.0,266059323.5,203303069.5,日振幅值达15%的证券,单日榜,1729,6.603336422613534,,0.5668526653774751,8/57,11817760500.000,42.0,47.48,41.08,46.01,14.829,55862048,603629
603232.SH,格尔软件,27.08,20260206,311392104.96,173149607.76,138242497.2,日换手率达20%的证券,单日榜,2140,7.974481658692185,,0.556050089266849,9/57,6263603900.000,24.72,27.59,24.55,27.08,12.121,58360009,603232
002759.SZ,天际股份,40.29,20260206,371564004.97,194729162.87,176834842.1,日涨幅偏离值达7%的证券,单日榜,2603,9.991809991809982,六氟磷酸锂+满产满销+固态电池,0.5240797285671479,10/57,20182957000.000,36.65,40.29,36.65,40.29,9.937,75546095,002759
600884.SH,杉杉股份,14.37,20260206,598697294.74,312913766.94,285783527.8,日涨幅偏离值达7%的证券,单日榜,7281,10.030627871362931,业绩预增+负极龙头+偏光片,0.5226577265158531,11/57,26370527000.000,12.97,14.37,12.94,14.37,10.950,180611230,600884
002326.SZ,永太科技,28.77,20260206,600449035.96,311376494.07,289072541.89,日涨幅偏离值达7%的证券,单日榜,3919,10.019120458891019,,0.5185727271127518,12/57,23250736000.000,25.89,28.77,25.6,28.77,12.122,101662844,002326
600722.SH,金牛化工,8.64,20260206,98073158.32,45857328.35,52215829.97,日涨幅偏离值达7%的证券,单日榜,7186,10.063694267515935,甲醇+风电+国企改革,0.46758286503197427,13/57,5877962000.000,7.65,8.64,7.65,8.64,12.612,76019066,600722
