股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
688365.SH,光云科技,11.75,19.532044761,20241210,中信建投证券股份有限公司上海浦东南路证券营业部,,1,0,0,27886540.47,5.398066,-27886540.47,卖出金额最大的前5名,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,单日榜,1120,688365
603088.SH,宁波精达,12.3,10.017889088,20241210,财通证券股份有限公司杭州上塘路证券营业部,,5,0,0,15776673.0,0.606243,-15776673.0,卖出金额最大的前5名,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2453,603088
