股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603958.SH,哈森股份,12.65,20240202,73544394.0,59129337.0,14415057.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.8039951624320951,1/68,拟收购+苹果概念,10.000,1851,2774904000.000,12.65,12.65,12.65,12.65,0.000,2987100.00,603958
002033.SZ,丽江股份,8.97,20240202,143382909.43,92313077.01,51069832.42,日涨幅偏离值达7%的证券,单日榜,0.6438220383236647,3/68,景点及旅游+酒店+年报预增,10.061,4728,4928837200.000,8.25,8.97,8.21,8.97,9.325,71302705.00,002033
600272.SH,开开实业,10.84,20240202,63942111.0,38905733.0,25036378.0,日涨幅偏离值达7%的证券,单日榜,0.608452432857589,5/68,上海国资+中医药+SPD+老字号,10.051,5570,1734400000.000,10.00,10.84,10.00,10.84,8.528,35789996.00,600272
000020.SZ,深华发A,15.04,20240202,71363259.02,36043691.52,35319567.5,日涨幅偏离值达7%的证券,单日榜,0.5050735072216718,6/68,超跌反弹+精密注塑件+显示器,10.022,7739,2724727500.000,13.88,15.04,13.00,15.04,14.923,26250943.00,000020
600639.SH,浦东金桥,15.14,20240202,204113456.13,96645085.91,107468370.22,日涨幅偏离值达7%的证券,单日榜,0.4734870877324554,8/68,上海国资+参股券商+房地产开发,10.029,7518,12872583700.000,13.30,15.14,13.30,15.14,13.372,99788850.00,600639
002615.SZ,哈尔斯,6.02,20240202,42642087.56,19836171.22,22805916.34,日振幅值达15%的证券,单日榜,0.4651782395054957,9/68,,3.615,3014,1736797000.000,5.78,6.31,5.30,6.02,17.384,40485758.00,002615
603682.SH,锦和商管,5.49,20240202,30422450.0,14012147.0,16410303.0,日涨幅偏离值达7%的证券,单日榜,0.46058575164064697,10/68,上海+新型城镇化+物业管理,10.020,923,2594025000.000,4.99,5.49,4.96,5.49,10.621,12898900.00,603682
002400.SZ,省广集团,5.03,20240202,135755965.76,53707546.05,82048419.71,日涨幅偏离值达7%的证券,单日榜,0.39561831223644633,11/68,Meta+广告+抖音+广东国资,10.066,3344,8421206500.000,4.78,5.03,4.69,5.03,7.440,184358430.00,002400
600446.SH,金证股份,11.97,20240202,146748023.6,53502236.4,93245787.2,日涨幅偏离值达7%的证券,单日榜,0.3645857374259043,13/68,金融科技+华为+机器人+年报预增,10.018,4889,11312667500.000,10.76,11.97,10.54,11.97,13.143,64469309.00,600446
603960.SH,克来机电,14.38,20240202,76233630.76,27374169.76,48859461.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3590825923820921,14/68,机器人+CPO+上海+华为汽车,10.023,1680,3761803700.000,14.38,14.38,13.94,14.38,3.367,17752790.00,603960
000755.SZ,山西路桥,4.98,20240202,90206403.18,26824143.37,63382259.81,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.29736407199912923,16/68,山西国资+光伏+高速公路,9.934,6454,3038018700.000,4.70,4.98,4.66,4.98,7.064,51421619.00,000755
