股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603511.SH,爱慕股份,15.24,20250220,46808822.0,30996824.0,15811998.0,日涨幅偏离值达7%的证券,单日榜,903,10.036101083,IP经济+贴身服饰+小红书+电商,0.6622004715264999,1/72,6124762600.000,13.88,15.24,13.76,15.24,10.686,8392727,603511
600992.SH,贵绳股份,15.35,20250220,61105042.0,33924053.0,27180989.0,日涨幅偏离值达7%的证券,单日榜,5049,10.035842294,钢丝钢绳+贵州国资,0.5551760033157329,6/72,3762131500.000,13.9,15.35,13.88,15.35,10.538,17205129,600992
603004.SH,鼎龙科技,24.66,20250220,125148635.64,66818514.89,58330120.75,日换手率达20%的证券,单日榜,275,6.799480294,,0.5339132508180814,7/72,1451980800.000,23.78,25.25,23.2,24.66,8.878,26558857,603004
002929.SZ,润建股份,62.24,20250220,966254068.92,449751072.08,516502996.84,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1692,10.003534818,阿里云+部署DeepSeek+算力,0.4654583991379152,9/72,13275504600.000,58.81,62.24,58.8,62.24,6.080,13877200,002929
002426.SZ,胜利精密,3.61,20250220,212331825.0,95653213.0,116678612.0,日涨幅偏离值达7%的证券,单日榜,3569,10.06097561,消费电子+智能穿戴+AIPC+特斯拉,0.4504892895824731,10/72,12283385600.000,3.37,3.61,3.36,3.61,7.622,460689210,002426
603130.SH,云中马,32.67,20250220,102481514.81,44117453.83,58364060.98,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,545,10,超高分子量聚乙烯+革基布+节能环保,0.43049182003011416,12/72,1668242900.000,31,32.67,28.16,32.67,15.185,14763907,603130
002272.SZ,川润股份,10.97,20250220,207288809.4,88216771.76,119072037.64,日振幅值达15%的证券,单日榜,3986,10.030090271,液冷服务器+华为+风电,0.425574212208293,13/72,4163919600.000,9.88,10.97,9.4,10.97,15.747,132433202,002272
603130.SH,云中马,32.67,20250220,78775632.01,29212801.83,49562830.18,日振幅值达15%的证券;日换手率达20%的证券,单日榜,545,10,超高分子量聚乙烯+革基布+节能环保,0.37083551200568776,16/72,1668242900.000,31,32.67,28.16,32.67,15.185,14763907,603130
603315.SH,福鞍股份,14.83,20250220,153593458.0,48074338.0,105519120.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2388,10.014836795,算力+锂电池+大型铸钢件,0.312997302267913,20/72,4652560500.000,13.59,14.83,13.21,14.83,12.018,38478287,603315
600678.SH,四川金顶,9.59,20250220,126568910.92,37902422.81,88666488.11,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7627,9.97706422,DeepSeek概念+机器人+氢能源+子公司近期竞得采矿权,0.29946076437330543,22/72,3346814100.000,9.59,9.59,8.88,9.59,8.142,126808442,600678
600678.SH,四川金顶,9.59,20250220,104125326.92,30382551.92,73742775.0,日换手率达20%的证券,单日榜,7627,9.97706422,DeepSeek概念+机器人+氢能源+子公司近期竞得采矿权,0.29178829799346573,23/72,3346814100.000,9.59,9.59,8.88,9.59,8.142,126808442,600678
600143.SH,金发科技,12.36,20250220,133602331.0,38456928.64,95145402.36,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5021,9.964412811,机器人+PEEK材料+改性塑料龙头+年报预增,0.28784624004801235,25/72,32101708000.000,12.36,12.36,12.36,12.36,0.000,27601254,600143
002123.SZ,梦网科技,19.03,20250220,360733395.59,100522793.95,260210601.64,日换手率达20%的证券,单日榜,4351,-2.008238929,,0.2786622895991907,26/72,13610996000.000,18.39,20.11,18.09,19.03,10.402,276245040,002123
605376.SH,博迁新材,38.95,20250220,170418896.98,42077818.73,128341078.25,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1017,9.997175939,电子专用高端金属粉体材料+纳米材料+MLCC上游+锂电池,0.24690817436131018,28/72,10189320000.000,35.43,38.95,35.43,38.95,9.941,15436819,605376
600193.SH,创兴资源,4.06,20250220,27750129.0,6733433.0,21016696.0,日涨幅偏离值达7%的证券,单日榜,6238,10.027100271,算力+稀土永磁+建筑装饰,0.24264510626238892,29/72,1727014400.000,3.89,4.06,3.77,4.06,7.859,32398780,600193
603086.SH,先达股份,5.71,20250220,67078975.53,12763992.67,54314982.86,日振幅值达15%的证券,单日榜,1889,-2.891156463,,0.19028305917241548,31/72,2482783000.000,5.55,6.25,5.41,5.71,14.286,101923626,603086
002065.SZ,东华软件,13.72,20250220,1189946864.7,145975380.67,1043971484.03,日涨幅偏离值达7%的证券,单日榜,4493,10.024057739,腾讯+DeepSeek概念+数字基础设施建设,0.12267386469126261,32/72,39896685000.000,12.88,13.72,12.86,13.72,6.897,937979340,002065
600814.SH,杭州解百,8.76,20250220,63185976.39,7632237.78,55553738.61,日涨幅偏离值达7%的证券,单日榜,7557,10.050251256,百货商场+杭州国资,0.12079005842834298,33/72,6390351200.000,8.19,8.76,8.15,8.76,7.663,39758225,600814
