股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
003032.SZ,传智教育,10.01,20240625,130662126.61,101700998.61,28961128.0,日涨幅偏离值达7%的证券,单日榜,0.7783510130181556,1/45,教育+华为鸿蒙,10.000,835,2746357500.000,9.10,10.01,9.09,10.01,10.110,24163022.00,003032
002146.SZ,荣盛发展,1.52,20240625,62410374.0,40735726.48,21674647.52,日涨幅偏离值达7%的证券,单日榜,0.6527076168458789,2/45,一季度扭亏+房地产+低空经济+新能源汽车,10.145,4103,5928412500.000,1.39,1.52,1.38,1.52,10.145,160562730.00,002146
001266.SZ,宏英智能,23.98,20240625,61136111.8,25480471.64,35655640.16,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.416782665593071,10/45,车联网+智能电控+智能座舱+机器人,10.000,564,845812970.000,22.00,23.98,21.06,23.98,13.395,8388512.00,001266
002717.SZ,岭南股份,0.92,20240625,26987058.91,9920784.26,17066274.65,日振幅值达15%的证券,单日榜,0.3676126506813928,11/45,增持+面退博弈+园林工程,9.524,2519,1343854500.000,0.77,0.92,0.77,0.92,17.857,182407540.00,002717
002433.SZ,太安退,0.27,20240625,8376026.0,2882090.0,5493936.0,退市整理证券,单日榜,0.3440879959064119,12/45,,8.000,3406,200984140.000,0.27,0.27,0.24,0.27,12.000,55459492.00,002433
001328.SZ,登康口腔,26.41,20240625,65815938.74,21530426.16,44285512.58,日涨幅偏离值达7%的证券,单日榜,0.3271308830685228,13/45,拟10派6.5元+口腔护理用品+三胎,9.996,293,1136778840.000,24.09,26.41,24.01,26.41,9.996,8489724.00,001328
002225.SZ,濮耐股份,4.20,20240625,38913346.0,11389065.98,27524280.02,日涨幅偏离值达7%的证券,单日榜,0.2926776325017129,14/45,耐火材料+金属镁+活性氧化镁+外销,9.948,3929,3467120400.000,3.78,4.20,3.78,4.20,10.995,54038902.00,002225
001266.SZ,宏英智能,23.98,20240625,47697803.4,13288266.24,34409537.16,日换手率达20%的证券,单日榜,0.2785928343190748,16/45,车联网+智能电控+智能座舱+机器人,10.000,564,845812970.000,22.00,23.98,21.06,23.98,13.395,8388512.00,001266
002786.SZ,银宝山新,8.32,20240625,49437840.0,2744335.0,46693505.0,日涨幅偏离值达7%的证券,单日榜,0.05551081924291191,20/45,“老妖股”反弹+机器人+华为汽车+芯片激光焊接机+实控人东方资管(AMC),10.053,2066,4108931800.000,7.67,8.32,7.58,8.32,9.788,28846266.00,002786
002087.SZ,新纺退,0.15,20240625,1061149.0,56316.0,1004833.0,退市整理证券,单日榜,0.053070775169179824,21/45,,-6.250,4269,122345720.000,0.16,0.16,0.15,0.15,6.250,20527342.00,002087
