股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
003041.SZ,真爱美家,9.68,20240207,39576238,20330818,19245420,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.5137127485437095,3/375,,-7.634,694,443510500.000,10.47,10.48,9.64,9.68,8.015,4365204.00,003041
002264.SZ,新华都,3.34,20240207,77180195,38613499,38566696,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.5003032060232551,4/375,,-7.479,3776,2184862900.000,3.57,3.61,3.26,3.34,9.695,27115404.00,002264
002747.SZ,埃斯顿,13.93,20240207,156477661,61374162,95103499,日涨幅偏离值达7%的证券,单日榜,0.3922231557385051,8/375,新质生产力+机器人+专精特新+中证1000,10.032,2167,10959602700.000,12.74,13.93,12.74,13.93,9.400,43289722.00,002747
002336.SZ,人人乐,7.13,20240207,16550277,6383142,10167135,日振幅值达15%的证券,单日榜,0.3856818831491461,10/375,,6.101,3421,2660737800.000,6.05,7.37,6.05,7.13,19.643,17728799.00,002336
002531.SZ,天顺风能,9.87,20240207,115685623,43746682,71938941,日涨幅偏离值达7%的证券,单日榜,0.37815141471814523,12/375,,10.033,3187,17636369000.000,9.10,9.87,9.10,9.87,8.584,47871316.00,002531
003030.SZ,祖名股份,13.12,20240207,23853672,8931604,14922068,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.37443308518705215,13/375,,-3.742,752,1062698680.000,13.63,13.71,12.80,13.12,6.676,3104300.00,003030
002817.SZ,黄山胶囊,5.03,20240207,47255743,16900009,30355734,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.3576286801796768,14/375,,-6.679,1777,1458897700.000,5.39,5.40,4.94,5.03,8.534,15882354.00,002817
000703.SZ,恒逸石化,7.57,20240207,214613735,69804715,144809020,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3252574444967374,16/375,,9.235,6520,27608262000.000,7.00,7.59,6.94,7.57,9.380,50418680.00,000703
002868.SZ,绿康生化,13.90,20240207,47193335,14436208,32757127,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.30589505912222564,19/375,,-7.641,1650,2123797800.000,14.90,15.50,13.57,13.90,12.824,4953547.00,002868
000890.SZ,法尔胜,2.88,20240207,46119147,11310839,34808308,日振幅值达15%的证券,单日榜,0.24525256288890165,27/375,,4.348,6071,1208134210.000,2.77,2.98,2.48,2.88,18.116,68612233.00,000890
000723.SZ,美锦能源,5.68,20240207,134609442,32244790,102364652,日涨幅偏离值达7%的证券,单日榜,0.2395433003875018,28/375,回购+机器人+煤炭+氢能源,10.078,6488,22691107000.000,5.20,5.68,5.19,5.68,9.496,118064791.00,000723
002268.SZ,电科网安,17.58,20240207,88821493,20822819,67998674,日涨幅偏离值达7%的证券,单日榜,0.23443446283885366,30/375,年报预盈+国企改革+信创+中证500,10.013,3769,14827063000.000,16.20,17.58,16.12,17.58,9.136,27368759.00,002268
