股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
605169.SH,洪通燃气,8.56,20240828,16920972.36,10778817.13,6142155.23,日涨幅偏离值达7%的证券,单日榜,0.6370093219631027,2/58,半年报增长+天然气+西部大开发,10.026,932,1133176590.000,8.26,8.56,8.19,8.56,4.756,6194687,605169
603607.SH,京华激光,13.94,20240828,80759924.0,50713751.0,30046173.0,日涨幅偏离值达7%的证券,单日榜,0.6279568935701326,4/58,半年报增长+卡牌+烟草+光刻机,10.024,1665,2488524200.000,12.67,13.94,12.41,13.94,12.076,19866577,603607
600187.SH,国中水务,2.89,20240828,165689265.5,86915493.56,78773771.94,日振幅值达15%的证券;日换手率达20%的证券,单日榜,0.5245692489354418,6/58,,-4.305,6252,4663827400.000,2.72,3.15,2.72,2.89,14.238,469326105,600187
002312.SZ,川发龙蟒,7.15,20240828,77931201.95,40260049.95,37671152.0,日涨幅偏离值达7%的证券,单日榜,0.5166101502685729,7/58,半年报增长+磷化工+锂电池+国企改革,10.000,3582,9773455200.000,6.62,7.15,6.52,7.15,9.692,44662412,002312
600187.SH,国中水务,2.89,20240828,174445941.5,88581836.81,85864104.69,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,0.5077896112017029,8/58,,-4.305,6252,4663827400.000,2.72,3.15,2.72,2.89,14.238,469326105,600187
002681.SZ,奋达科技,3.97,20240828,62217405.38,29270355.32,32947050.06,日涨幅偏离值达7%的证券,单日榜,0.4704528442037709,10/58,智能戒指+消费电子+早期投资智能眼镜+人形机器人,9.972,2976,5877324700.000,3.55,3.97,3.5,3.97,13.019,113397989,002681
003015.SZ,日久光电,10.93,20240828,77180595.0,28833159.24,48347435.76,日换手率达20%的证券,单日榜,0.37358042186640306,11/58,,6.947,939,2677757500.000,10.15,11.24,10.09,10.93,11.252,50957290,003015
002607.SZ,中公教育,1.82,20240828,145249078.12,54039868.07,91209210.05,日涨幅偏离值达7%的证券,单日榜,0.37204964581843364,12/58,职业教育+增持+辟谣破产等传闻,10.303,3172,8858594000.000,1.63,1.82,1.61,1.82,12.727,609679220,002607
002428.SZ,云南锗业,13.61,20240828,119930227.0,40831598.0,79098629.0,日涨幅偏离值达7%的证券,单日榜,0.3404612750378601,13/58,锗价上涨+半导体材料,10.024,3457,8887814900.000,12.6,13.61,12.51,13.61,8.893,95944107,002428
600936.SH,广西广电,2.16,20240828,14651788.28,4903704.28,9748084.0,日涨幅偏离值达7%的证券,单日榜,0.33468298792534834,15/58,数据要素+智慧广电+5G+广西国资,10.204,1954,3609416700.000,1.96,2.16,1.93,2.16,11.735,40206294,600936
600778.SH,友好集团,5.05,20240828,15007596.9,4460438.9,10547158.0,日涨幅偏离值达7%的证券,单日榜,0.29721206730972366,17/58,免税店+商业零售+新疆振兴+半年报同比扭亏,10.022,6725,1571635200.000,4.98,5.05,4.94,5.05,2.397,10436518,600778
603626.SH,科森科技,6.78,20240828,61531676.0,16814823.0,44716853.0,日涨幅偏离值达7%的证券,单日榜,0.2732710059774741,20/58,华为折叠屏+固态电池+为AR品牌提供结构件+消费电子,10.065,1839,3762084300.000,6.27,6.78,6.27,6.78,8.279,82369571,603626
001379.SZ,腾达科技,23.99,20240828,42836062.98,9904418.05,32931644.93,日换手率达20%的证券,单日榜,0.23121681501459035,22/58,,1.955,147,1199500000.000,23.27,24.5,23.16,23.99,5.695,15572089,001379
603666.SH,亿嘉和,17.16,20240828,77509152.12,13915781.76,63593370.36,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1795372724301709,23/58,人形机器人+多模态AI+低空经济,10.000,1511,3543382400.000,15.32,17.16,15.28,17.16,12.051,21208509,603666
001298.SZ,好上好,23.78,20240828,65464499.74,8033750.39,57430749.35,日换手率达20%的证券,单日榜,0.12271919012452534,26/58,,-3.490,447,2501565300.000,23.5,24.32,22.98,23.78,5.438,27406713,001298
000633.SZ,合金投资,4.59,20240828,28211968.6,306302.32,27905666.28,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.010857176411290916,31/58,镍基合金材料+新疆振兴+集成电路+新能源汽车,10.072,6740,1767625200.000,4.31,4.59,4.23,4.59,8.633,62029572,000633
002762.SZ,金发拉比,5.29,20240828,14038867.0,95877.3,13942989.7,日振幅值达15%的证券,单日榜,0.006829418641831994,32/58,,3.320,2244,1118191920.000,5,5.63,4.78,5.29,16.602,22034047,002762
