股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
001282.SZ,三联锻造,32.63,7.019,20240228,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,2,20934314.56,5.198567,16770,0.004164,20917544.56,买入金额最大的前5名,日换手率达20%的证券,单日榜,186,001282
600302.SH,标准股份,5.47,10.060,20240228,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,4,8686360.0,4.476073,0,0.0,8686360.0,买入金额最大的前5名,日涨幅偏离值达7%的证券,单日榜,5626,600302
