股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002976.SZ,瑞玛精密,35.88,20231229,155940380.36,129844263.2,26096117.16,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,930,9.994,华为汽车+长安汽车+智能座舱+拟购买股权,0.8326532415801784,1/71,2321676400.000,35.88,35.88,35.88,35.88,0.000,2967600.00,002976
603530.SH,神马电力,20.74,20231229,61441731.5,43435263.5,18006468.0,日涨幅偏离值达7%的证券,单日榜,1071,10.027,电网设备+橡胶,0.7069342357319471,2/71,8965141400.000,20.74,20.74,20.74,20.74,0.000,2996875.00,603530
603003.SH,龙宇股份,13.81,20231229,145635250.75,95320476.86,50314773.89,日振幅值达15%的证券,单日榜,2764,4.463,,0.6545151422414123,4/71,5557744700.000,11.91,14.23,11.91,13.81,17.549,82582616.00,603003
603280.SH,南方路机,26.74,20231229,50491284.0,32112057.0,18379227.0,日换手率达20%的证券,单日榜,281,9.996,机器人+工程搅拌设备+一带一路+雄安新区,0.635992085287433,5/71,747160180.000,24.27,26.74,23.94,26.74,11.518,9376930.00,603280
001339.SZ,智微智能,34.38,20231229,174858741.0,92536207.0,82322534.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,336,10.016,AI算力+PC+网络安全+机器人,0.5292054973677295,8/71,2439587600.000,33.65,34.38,32.41,34.38,6.304,14139395.00,001339
603577.SH,汇金通,10.40,20231229,36493711.2,19048913.2,17444798.0,日涨幅偏离值达7%的证券,单日榜,1708,10.053,光伏+电网设备+特高压,0.5219779675354037,9/71,2997989600.000,10.22,10.40,10.20,10.40,2.116,6878198.00,603577
002241.SZ,歌尔股份,21.01,20231229,735397397.58,364083418.28,371313979.3,日涨幅偏离值达7%的证券,单日榜,3798,10.000,华为+苹果+MR+AI手机,0.49508390902402294,10/71,63308222000.000,19.20,21.01,19.18,21.01,9.581,190228660.00,002241
603530.SH,神马电力,20.74,20231229,94752354.5,43534880.61,51217473.89,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1071,10.027,电网设备+橡胶,0.4594596180720765,11/71,8965141400.000,20.74,20.74,20.74,20.74,0.000,2996875.00,603530
605178.SH,时空科技,27.73,20231229,54643161.0,23538223.6,31104937.4,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,816,9.996,空间计算+虚拟现实+智慧停车,0.4307624809626222,13/71,1721561900.000,27.73,27.73,27.73,27.73,0.000,1587520.00,605178
603466.SH,风语筑,14.38,20231229,89535580.26,37477175.06,52058405.2,日涨幅偏离值达7%的证券,单日榜,1508,10.023,MR+华为,0.4185729846299206,14/71,8552856600.000,12.95,14.38,12.90,14.38,11.324,49091314.00,603466
002517.SZ,恺英网络,11.17,20231229,386835243.03,158136860.23,228698382.8,日涨幅偏离值达7%的证券,单日榜,3178,10.049,增持+游戏+元宇宙+华为,0.4087964141822934,15/71,21338647000.000,10.16,11.17,10.13,11.17,10.246,133002383.00,002517
603577.SH,汇金通,10.40,20231229,39082229.6,15903982.0,23178247.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1708,10.053,光伏+电网设备+特高压,0.40693640467226566,16/71,2997989600.000,10.22,10.40,10.20,10.40,2.116,6878198.00,603577
002632.SZ,道明光学,9.88,20231229,120249184.4,40829367.4,79419817.0,日振幅值达15%的证券,单日榜,2944,10.022,消费电子+虚拟现实+锂电池,0.33953966177586814,19/71,5738304100.000,8.72,9.88,8.55,9.88,14.811,88670047.00,002632
002682.SZ,龙洲股份,8.81,20231229,193000475.71,63774457.69,129226018.02,日涨幅偏离值达7%的证券,单日榜,2811,9.988,控股股东变更+龙字辈+现代物流+天然气+国企改革,0.330436790144635,20/71,4954393300.000,8.01,8.81,8.01,8.81,9.988,196835070.00,002682
605056.SH,咸亨国际,15.59,20231229,37498956.05,11521535.05,25977421.0,日涨幅偏离值达7%的证券,单日榜,596,10.021,高端装备+机器人+储能,0.30724948808274893,22/71,2493968900.000,14.06,15.59,14.06,15.59,10.798,16526975.00,605056
603097.SH,江苏华辰,23.99,20231229,51406534.87,13134143.24,38272391.63,日换手率达20%的证券,单日榜,402,4.532,,0.25549559551552015,25/71,959600000.000,22.92,24.75,22.51,23.99,9.760,16204836.00,603097
002395.SZ,双象股份,20.14,20231229,132176685.58,33691076.58,98485609.0,日振幅值达15%的证券,单日榜,3324,1.003,,0.2548942457753524,26/71,5401729300.000,21.18,21.92,18.30,20.14,18.155,73818614.00,002395
603106.SH,恒银科技,8.68,20231229,144493380.76,35902278.79,108591101.97,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1525,4.077,,0.24847005863633861,27/71,4518113600.000,8.50,8.98,8.23,8.68,8.993,103658487.00,603106
002962.SZ,五方光电,23.47,20231229,314953570.41,72731096.41,242222474.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1041,9.981,MR+窄带滤光片+华为+CPO,0.2309264070742877,29/71,4910500100.000,21.91,23.47,21.02,23.47,11.481,43781803.00,002962
603628.SH,清源股份,21.00,20231229,148974858.83,23392712.39,125582146.44,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1694,10.005,光伏+BIPV+储能,0.157024564907923,35/71,5749800000.000,21.00,21.00,20.42,21.00,3.038,35511244.00,603628
002306.SZ,中科云网,5.83,20231229,159934556.5,17181544.72,142753011.78,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3438,10.000,光伏+游戏推广,0.10742859514541499,40/71,4741481500.000,5.83,5.83,5.67,5.83,3.019,76238038.00,002306
002915.SZ,中欣氟材,18.26,20231229,101658426.33,10163692.29,91494734.04,日涨幅偏离值达7%的证券,单日榜,1476,10.000,PEEK材料+氟化工+精细化工,0.09997884737077259,42/71,5256914800.000,16.00,18.26,16.00,18.26,13.615,62465823.00,002915
600480.SH,凌云股份,9.11,20231229,87281962.69,5626352.31,81655610.38,日涨幅偏离值达7%的证券,单日榜,4953,10.024,汽车零部件+中兵系,0.06446179871072741,44/71,8353554900.000,8.25,9.11,8.20,9.11,10.990,40628205.00,600480
002962.SZ,五方光电,23.47,20231229,76290508.69,4720963.13,71569545.56,日涨幅偏离值达7%的证券,单日榜,1041,9.981,MR+窄带滤光片+华为+CPO,0.06188139535395199,45/71,4910500100.000,21.91,23.47,21.02,23.47,11.481,43781803.00,002962
