股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002688.SZ,金河生物,6.53,20250407,113604075.15,93138402.15,20465673.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3092,9.932659933,适时调高美国市场产品售价+兽药+动物保健品,0.8198508902697581,1/111,4865267100.000,6.53,6.53,6.53,6.53,0.000,26912255,002688
603221.SH,爱丽家居,11.53,20250407,50476034.0,39602091.0,10873943.0,日涨幅偏离值达7%的证券,单日榜,1222,10.019083969,弹性地板+美国工厂,0.7845721595321851,2/111,2767200000.000,11.53,11.53,11.53,11.53,0.000,7969350,603221
603221.SH,爱丽家居,11.53,20250407,64586837.0,49193074.0,15393763.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1222,10.019083969,弹性地板+美国工厂,0.7616578901363447,3/111,2767200000.000,11.53,11.53,11.53,11.53,0.000,7969350,603221
001212.SZ,中旗新材,42.86,20250407,80935195.32,47474393.32,33460802.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,875,10.01026694,星空科技入主+半导体装备,0.5865729134562123,7/111,4414969400.000,42.86,42.86,42.86,42.86,0.000,2945762,001212
002549.SZ,凯美特气,11.12,20250407,297458619.31,171228491.29,126230128.02,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3434,9.990108803,光刻胶+节能环保+氢能源,0.5756380221463753,8/111,7699037900.000,9.1,11.12,9.1,11.12,19.980,223477830,002549
002549.SZ,凯美特气,11.12,20250407,297458619.31,171228491.29,126230128.02,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,3434,9.990108803,光刻胶+节能环保+氢能源,0.5756380221463753,8/111,7699037900.000,9.1,11.12,9.1,11.12,19.980,223477830,002549
600354.SH,敦煌种业,6.35,20250407,86530255.0,46523015.0,40007240.0,日换手率达20%的证券;日涨幅偏离值达7%的证券,单日榜,5153,10.051993068,种子+年报增长+国企,0.5376502704169773,10/111,3351543200.000,5.99,6.35,5.85,6.35,8.666,141972294,600354
600371.SH,万向德农,9.67,20250407,76099229.71,39419184.71,36680045.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5474,10.011376564,农业种植+转基因+万向系,0.517997157924189,11/111,2829229300.000,9.25,9.67,9.06,9.67,6.940,40828799,600371
600354.SH,敦煌种业,6.35,20250407,87410995.0,41195654.0,46215341.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5153,10.051993068,种子+年报增长+国企,0.4712868672871187,12/111,3351543200.000,5.99,6.35,5.85,6.35,8.666,141972294,600354
002041.SZ,登海种业,11.33,20250407,68234237.17,29636798.44,38597438.73,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4852,9.893307468,,0.43433911873539893,13/111,9970400000.000,10.8,11.33,10.62,11.33,6.887,76576321,002041
603336.SH,宏辉果蔬,5.76,20250407,96933757.61,34984133.77,61949623.84,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2031,9.923664122,果蔬产品+马来西亚榴莲+农业种植,0.3609076407700399,16/111,3285436800.000,5.35,5.76,5.35,5.76,7.824,90160686,603336
600101.SH,明星电力,11.89,20250407,142138470.07,48778647.46,93359822.61,日换手率达20%的证券,单日榜,6733,-2.93877551,,0.34317695579513147,18/111,6514084800.000,11.51,12.86,11.1,11.89,14.367,143954633,600101
000403.SZ,派林生物,24.1,20250407,258642857.38,75026536.52,183616320.86,日涨幅偏离值达7%的证券,单日榜,6977,9.995435874,血液制品+国企,0.290077743804734,20/111,17519258000.000,23,24.1,22.92,24.1,5.386,79853379,000403
000403.SZ,派林生物,24.1,20250407,258642857.38,75026536.52,183616320.86,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6977,9.995435874,血液制品+国企,0.290077743804734,20/111,17519258000.000,23,24.1,22.92,24.1,5.386,79853379,000403
002631.SZ,德尔未来,4.89,20250407,99173787.0,23886208.12,75287578.88,日振幅值达15%的证券,单日榜,3254,4.042553191,,0.24085203199914107,25/111,3880568800.000,4.49,5.17,4.36,4.89,17.234,117082931,002631
