股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603878.SH,武进不锈,8.98,20260123,114066187.99,76491192.95,37574995.04,日涨幅偏离值达7%的证券,单日榜,2211,10.04901960784314,不锈钢管+核电+光热发电,0.670586036913111,2/74,5039014800.000,8.16,8.98,8.16,8.98,10.049,52550713,603878
002342.SZ,巨力索具,13.54,20260123,610948623.59,378719645.89,232228977.7,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3885,9.991876523151896,商业航天+深海系泊+索具龙头,0.6198878780749231,4/74,12926502600.000,13.5,13.54,13.29,13.54,2.031,68219488,002342
600307.SH,酒钢宏兴,2.07,20260123,105683083.0,62458362.06,43224720.94,日涨幅偏离值达7%的证券,单日榜,6085,10.106382978723401,钢铁+甘肃国资+可控核聚变,0.5909967829004383,6/74,12965149900.000,1.88,2.07,1.85,2.07,11.702,238019079,600307
002202.SZ,金风科技,29.58,20260123,1657218246.66,938338246.93,718879999.73,日涨幅偏离值达7%的证券,单日榜,4394,10.003718854592776,商业航天+风电龙头+绿氢氨醇,0.5662128381829917,7/74,99512491000.000,27.69,29.58,27.69,29.58,7.029,348966170,002202
000880.SZ,潍柴重机,38.25,20260123,982193931.85,481338032.61,500855899.24,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6748,4.025020397062814,,0.49006414823127786,11/74,8683775100.000,38.0,38.6,35.8,38.25,7.615,104115321,000880
603130.SH,云中马,63.93,20260123,95906392.4,44621160.95,51285231.45,日振幅值达15%的证券,单日榜,773,9.996558843771512,增资智造+革基布龙头+定增扩产,0.4652574227158606,13/74,8791282800.000,58.12,63.93,55.5,63.93,14.505,5653630,603130
601616.SH,广电电气,5.82,20260123,147677008.7,68015491.22,79661517.48,日换手率达20%的证券,单日榜,3639,0.0,,0.46056926409019283,14/74,4968390400.000,5.67,6.08,5.67,5.82,7.045,265432006,601616
600759.SH,洲际油气,4.4,20260123,778140519.05,338397725.53,439742793.52,日换手率达20%的证券,单日榜,7105,3.5294117647058907,,0.434879969935425,15/74,18232217000.000,4.27,4.61,4.2,4.4,9.647,976224170,600759
603078.SH,江化微,31.36,20260123,544716038.17,220445379.51,324270658.66,日换手率达20%的证券,单日榜,2139,9.996492458786383,上海国资入主+芯片材料+光刻胶+复牌,0.40469779492925706,17/74,12093584100.000,31.36,31.36,29.86,31.36,5.261,91563958,603078
603078.SH,江化微,31.36,20260123,548443751.09,221467493.43,326976257.66,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2139,9.996492458786383,上海国资入主+芯片材料+光刻胶+复牌,0.40381077000120114,18/74,12093584100.000,31.36,31.36,29.86,31.36,5.261,91563958,603078
002792.SZ,通宇通讯,52.17,20260123,622362591.6,239262584.09,383100007.51,日涨幅偏离值达7%的证券,单日榜,2390,9.993674889310567,商业航天+卫星通信+6G,0.3844424252346082,22/74,17624303000.000,47.69,52.17,47.45,52.17,9.952,64786471,002792
002240.SZ,盛新锂能,41.87,20260123,1920527326.23,707643475.9,1212883850.33,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4297,7.002300025555826,,0.3684631123104642,23/74,38223488000.000,39.15,41.99,38.71,41.87,8.382,82640558,002240
600868.SH,梅雁吉祥,4.94,20260123,448600187.61,162119287.56,286480900.05,日换手率达20%的证券,单日榜,7620,-0.603621730382281,,0.361389254925907,25/74,9376854500.000,5.06,5.28,4.77,4.94,10.262,544268733,600868
601212.SH,白银有色,10.37,20260123,1381201218.23,416468384.83,964732833.4,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2175,9.968186638388117,黄金+白银+锂电材料,0.3015262217649224,27/74,76787512000.000,10.37,10.37,9.81,10.37,5.939,303785648,601212
000036.SZ,华联控股,6.99,20260123,318052754.5,91215274.3,226837480.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7674,2.945508100147278,,0.28679290780988975,30/74,9794045400.000,6.89,7.13,6.79,6.99,5.007,168824710,000036
600986.SH,浙文互联,12.05,20260123,547176195.71,156457696.98,390718498.73,日涨幅偏离值达7%的证券,单日榜,5286,10.045662100456635,AI营销+GEO概念+浙江国资,0.2859365926490735,31/74,17922857000.000,11.58,12.05,11.2,12.05,7.763,344367840,600986
601118.SH,海南橡胶,6.78,20260123,156946907.05,44370913.81,112575993.24,日涨幅偏离值达7%的证券,单日榜,3656,10.064935064935067,海南自贸区+橡胶龙头+海南国资,0.2827128909005155,32/74,29014520000.000,6.36,6.78,6.36,6.78,6.818,116995471,601118
000880.SZ,潍柴重机,38.25,20260123,622605479.97,165726419.7,456879060.27,日换手率达20%的证券,单日榜,6748,4.025020397062814,,0.26618207682332873,33/74,8683775100.000,38.0,38.6,35.8,38.25,7.615,104115321,000880
