股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600172.SH,黄河旋风,4.36,20250527,106853498.0,85958263.0,20895235.0,日涨幅偏离值达7%的证券,单日榜,6417,10.101010101,半导体封装+超硬材料+培育钻石+国企改革,0.8044496868038892,1/67,5564475100.000,4.31,4.36,4.18,4.36,4.546,85228163,600172
605388.SH,均瑶健康,7.69,20250527,55558533.4,39664968.4,15893565.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1155,10.014306152,益生菌+跨境电商,0.7139311636329119,2/67,4617722000.000,7.69,7.69,7.69,7.69,0.000,5369720,605388
603577.SH,汇金通,10.29,20250527,26513728.5,17074711.5,9439017.0,日涨幅偏离值达7%的证券,单日榜,2044,10.053475936,核电+输电铁塔+年报增长,0.6439951099295597,3/67,3489741300.000,10.29,10.29,10.29,10.29,0.000,3250050,603577
000561.SZ,烽火电子,10.79,20250527,222867165.99,142746864.99,80120301.0,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,7539,9.98980632,军工+资产重组+低空防御系统+国企改革,0.6405019974831332,4/67,6493314800.000,9.76,10.79,9.25,10.79,15.698,122697343,000561
000677.SZ,恒天海龙,6.4,20250527,162730575.15,99401555.15,63329020.0,日振幅值达15%的证券,单日榜,6884,9.965635739,低空资产注入猜想+防弹材料+化学纤维,0.6108351491929205,5/67,5529458900.000,5.75,6.4,5.56,6.4,14.433,165693970,000677
002094.SZ,青岛金王,9,20250527,292237998.7,176858267.7,115379731.0,日涨幅偏离值达7%的证券,单日榜,4480,10.024449878,跨境电商+新材料蜡烛+化妆品+外销,0.6051857338427633,6/67,6214081900.000,8.09,9,7.94,9,12.958,233302090,002094
001332.SZ,锡装股份,40.57,20250527,73947215.55,41733737.05,32213478.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,647,10.005422993,核电设备+高效换热器+订单充足,0.5643719880403258,7/67,1095390000.000,40.57,40.57,39.02,40.57,4.203,3735552,001332
603333.SH,尚纬股份,8.23,20250527,38381841.0,21597417.0,16784424.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3173,10.026737968,核电电缆+控股股东变更+新能源负极材料,0.5626988293761105,8/67,5115172000.000,8.23,8.23,8.23,8.23,0.000,3599527,603333
603518.SH,锦泓集团,9.08,20250527,41987519.0,22983952.0,19003567.0,日涨幅偏离值达7%的证券,单日榜,2546,10.060606061,IP经济+服装+电子商务+回购注销,0.5473996213017492,10/67,3124000600.000,8.5,9.08,8.5,9.08,7.030,13789588,603518
002549.SZ,凯美特气,11.29,20250527,375993356.64,194257023.64,181736333.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3467,10.038986355,光刻胶+电子特气+节能环保,0.5166501487577986,12/67,7816739000.000,10.76,11.29,10.76,11.29,5.166,97139339,002549
