股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
002869.SZ,金溢科技,25.05,5.164,20240606,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,4,80172,0.006934,21188402.9,1.832584,-21108230.9,卖出金额最大的前5名,日换手率达20%的证券,单日榜,1717,002869
