股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002796.SZ,世嘉科技,8.18,20240724,48569683.14,36305630.14,12264053.0,日涨幅偏离值达7%的证券,单日榜,0.7474957173459542,1/67,半年报预计扭亏+通信设备+滤波器+5G,9.946,1996,1896416700.000,7.36,8.18,7.36,8.18,11.022,12011873.00,002796
603912.SH,佳力图,6.22,20240724,32843164.0,22601335.4,10241828.6,日涨幅偏离值达7%的证券,单日榜,0.6881595025375752,2/67,液冷+华为+算力租赁,10.089,1635,3369846500.000,5.74,6.22,5.66,6.22,9.912,13557891.00,603912
600834.SH,申通地铁,8.36,20240724,70952321.0,44704735.0,26247586.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6300672672850265,3/67,交通运输+无人驾驶+光伏建筑一体化+充电桩+上海国资,10.000,7396,3990912700.000,7.50,8.36,7.22,8.36,15.000,25825880.00,600834
000628.SZ,高新发展,44.09,20240724,344864186.0,201020153.0,143844033.0,日换手率达20%的证券,单日榜,0.5828965754072242,5/67,,5.453,6711,8468997200.000,41.58,45.59,41.38,44.09,10.069,43539200.00,000628
600187.SH,国中水务,2.07,20240724,30596877.0,16852077.0,13744800.0,日涨幅偏离值达7%的证券,单日榜,0.5507776823105182,7/67,拟控股北京汇源+污水处理+环保+低价微盘股,10.106,6227,3340526900.000,2.07,2.07,2.07,2.07,0.000,15329900.00,600187
001239.SZ,永达股份,15.40,20240724,31737270.59,17090092.06,14647178.53,日涨幅偏离值达7%的证券,单日榜,0.5384865094664084,9/67,拟收购+工程起重设备+风电设备+次新股,10.000,149,751468900.000,13.82,15.40,13.76,15.40,11.714,9176491.00,001239
600135.SH,乐凯胶片,4.79,20240724,23080136.0,12426426.0,10653710.0,日涨幅偏离值达7%的证券,单日榜,0.5384034998753907,10/67,彩色相纸+光伏材料+锂电材料+TAC膜,10.115,6423,2650341000.000,4.35,4.79,4.31,4.79,11.035,14906360.00,600135
600834.SH,申通地铁,8.36,20240724,52557512.0,28276547.0,24280965.0,日振幅值达15%的证券,单日榜,0.5380115215499547,11/67,交通运输+无人驾驶+光伏建筑一体化+充电桩+上海国资,10.000,7396,3990912700.000,7.50,8.36,7.22,8.36,15.000,25825880.00,600834
002232.SZ,启明信息,16.61,20240724,196173884.0,104467192.0,91706692.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5325234423150841,12/67,控股股东变更+车路协同+卫星导航+IT服务,10.000,3942,6785989800.000,16.61,16.61,16.10,16.61,3.378,37161846.00,002232
600604.SH,市北高新,3.69,20240724,28451304.96,13867171.41,14584133.55,日涨幅偏离值达7%的证券,单日榜,0.4874001888312683,13/67,上海国资+数据交易中心+房地产,10.149,7883,5193508200.000,3.36,3.69,3.33,3.69,10.746,37615457.00,600604
603458.SH,勘设股份,5.78,20240724,46974058.81,21537725.62,25436333.19,日涨幅偏离值达7%的证券,单日榜,0.4585025472700897,14/67,智能交通+ETC门架+工程咨询,10.095,1690,1799428700.000,5.71,5.78,5.66,5.78,2.286,15207596.00,603458
600272.SH,开开实业,10.96,20240724,60271399.54,27392668.54,32878731.0,日换手率达20%的证券,单日榜,0.45448867537612847,15/67,上海国资+中医药+SPD+老字号+半年报预增,10.040,5681,1753600000.000,9.96,10.96,9.82,10.96,11.446,40942994.00,600272
603458.SH,勘设股份,5.78,20240724,50851295.21,22224072.02,28627223.19,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4370404318753634,17/67,智能交通+ETC门架+工程咨询,10.095,1690,1799428700.000,5.71,5.78,5.66,5.78,2.286,15207596.00,603458
001226.SZ,拓山重工,25.87,20240724,41008696.0,16122469.0,24886227.0,日换手率达20%的证券,单日榜,0.3931475655797492,19/67,,4.737,509,482907530.000,24.60,26.19,24.40,25.87,7.247,4058400.00,001226
600272.SH,开开实业,10.96,20240724,66008183.67,24879945.74,41128237.93,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3769221383879354,20/67,上海国资+中医药+SPD+老字号+半年报预增,10.040,5681,1753600000.000,9.96,10.96,9.82,10.96,11.446,40942994.00,600272
