股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600774.SH,汉商集团,8.42,20240522,45926319.0,34220762.0,11705557.0,日涨幅偏离值达7%的证券,单日榜,0.7451231177486705,1/61,辅助生殖+干细胞+创新药+流感,10.065,6673,2482570700.000,8.42,8.42,8.30,8.42,1.569,15963515.00,600774
000620.SZ,新华联,2.22,20240522,6236308.08,4435514.08,1800794.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7112403722043187,2/61,摘星脱帽+房地产+文旅景区开发,9.901,6681,9202008400.000,2.22,2.22,2.22,2.22,0.000,1325900.00,000620
002459.SZ,晶澳科技,15.09,20240522,507386846.24,352474440.54,154912405.7,日涨幅偏离值达7%的证券,单日榜,0.6946858066030261,3/61,光伏龙头+BC电池,9.985,3346,49888747000.000,13.92,15.09,13.91,15.09,8.601,136627190.00,002459
002129.SZ,TCL中环,11.37,20240522,687007599.66,468073590.13,218934009.53,日涨幅偏离值达7%的证券,单日榜,0.6813222886641277,4/61,光伏材料+光伏电池+外销,9.961,4153,45931610000.000,10.55,11.37,10.51,11.37,8.317,226554590.00,002129
603778.SH,国晟科技,3.72,20240522,28938691.0,18467378.0,10471313.0,日涨幅偏离值达7%的证券,单日榜,0.6381552641755635,5/61,光伏概念+新型城镇化+中标+董事长解除留置,10.059,2037,2391428600.000,3.40,3.72,3.40,3.72,9.468,44087866.00,603778
002865.SZ,钧达股份,56.03,20240522,289614070.86,184761680.17,104852390.69,日涨幅偏离值达7%的证券,单日榜,0.6379582304870612,6/61,光伏+BC电池+钙钛矿电池+拟港交所上市,9.992,1719,12531045600.000,51.60,56.03,51.56,56.03,8.775,21277714.00,002865
600843.SH,上工申贝,8.99,20240522,122221200.0,73751662.0,48469538.0,日涨幅偏离值达7%的证券,单日榜,0.6034277359410642,7/61,拟参与重整+碳纤维运动飞机+缝纫设备+机器人,10.037,7341,4218312300.000,8.99,8.99,8.60,8.99,4.774,73691646.00,600843
603839.SH,安正时尚,6.25,20240522,14876066.0,7057186.75,7818879.25,日涨幅偏离值达7%的证券,单日榜,0.4743987254426002,11/61,中高档品牌时装+三胎+抖音,10.035,1767,2495076000.000,6.15,6.25,6.15,6.25,1.761,4475121.00,603839
000514.SZ,渝开发,4.57,20240522,59466884.1,24961960.92,34504923.18,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4197623820011111,14/61,房地产+重庆国资+AMC,10.121,7501,3856033300.000,4.40,4.57,4.36,4.57,5.060,35473827.00,000514
001267.SZ,汇绿生态,6.09,20240522,79997533.26,32394498.06,47603035.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.40494371188564815,15/61,拟收购+园林工程,9.928,608,2212437800.000,6.09,6.09,5.93,6.09,2.888,19478910.00,001267
600101.SH,明星电力,12.79,20240522,101614729.24,25181981.26,76432747.98,日换手率达20%的证券,单日榜,0.24781821935010653,17/61,,-5.679,6521,5390123800.000,13.19,13.60,12.22,12.79,10.177,91599690.00,600101
603261.SH,立航科技,38.55,20240522,27294054.0,5545016.0,21749038.0,日换手率达20%的证券,单日榜,0.2031583875374468,19/61,,3.573,530,1013759990.000,36.80,39.20,36.28,38.55,7.845,6709400.00,603261
605277.SH,新亚电子,18.10,20240522,63028577.55,9899467.41,53129110.14,日涨幅偏离值达7%的证券,单日榜,0.15706315761523956,21/61,高频高速数据线材+光伏+充电桩,10.030,816,4702127200.000,16.38,18.10,16.33,18.10,10.760,29775243.00,605277
605303.SH,园林股份,9.08,20240522,11901852.0,1451567.83,10450284.17,日换手率达20%的证券,单日榜,0.1219615090155717,23/61,,-6.488,783,617302060.000,9.16,9.50,8.88,9.08,6.385,19575852.00,605303
