股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600379.SH,宝光股份,9.11,20240418,27145657.31,22799926.31,4345731.0,日涨幅偏离值达7%的证券,单日榜,0.8399106365201514,1/68,一季报增长+真空开关+氢能源+国企,10.024,5399,3008136200.000,8.80,9.11,8.74,9.11,4.469,5091921.00,600379
002073.SZ,软控股份,9.46,20240418,202391467.7,129744139.92,72647327.78,日涨幅偏离值达7%的证券,单日榜,0.6410553833836347,2/68,橡胶+轮胎+锂电池+年报增长,10.000,4256,9066330700.000,8.57,9.46,8.44,9.46,11.861,76429511.00,002073
601096.SH,宏盛华源,5.34,20240418,141049699.0,90199512.28,50850186.72,日涨幅偏离值达7%的证券,单日榜,0.6394874495974643,3/68,次新股+输电线路铁塔+国企改革+营收增长,10.103,76,3464165400.000,4.81,5.34,4.70,5.34,13.196,127659511.00,601096
600262.SH,北方股份,17.22,20240418,25734458.5,16238162.5,9496296.0,日涨幅偏离值达7%的证券,单日榜,0.6309890880354059,4/68,矿用车+氢能源+无人驾驶+年报增长+国企,10.032,5773,2927400000.000,17.00,17.22,16.50,17.22,4.601,4543090.00,600262
603861.SH,白云电器,8.56,20240418,30609556.0,18546019.0,12063537.0,日涨幅偏离值达7%的证券,单日榜,0.6058898404145424,5/68,智能电网+特高压+华为概念+年报预增,10.026,1964,3630427700.000,7.78,8.56,7.70,8.56,11.054,11775700.00,603861
600756.SH,浪潮软件,12.16,20240418,36658075.0,22034341.94,14623733.06,日涨幅偏离值达7%的证券,单日榜,0.6010774417369161,6/68,年报增长+国产软件+国企,10.045,6683,3941040800.000,11.78,12.16,11.78,12.16,3.439,13498976.00,600756
603312.SH,西典新能,32.63,20240418,42055331.58,25033221.38,17022110.2,日换手率达20%的证券,单日榜,0.5952448937985523,7/68,次新股+光伏+锂电池+电连接产品,10.014,63,1112133150.000,29.19,32.63,29.10,32.63,11.902,11458001.00,603312
000520.SZ,凤凰航运,2.81,20240418,42695129.95,20844187.56,21850942.39,日振幅值达15%的证券,单日榜,0.488209957070291,9/68,航运概念,10.196,7407,2843954500.000,2.50,2.81,2.41,2.81,15.686,93034389.00,000520
603289.SH,泰瑞机器,10.05,20240418,56271943.0,23874668.5,32397274.5,日振幅值达15%的证券,单日榜,0.42427304313981123,11/68,注塑机+一体化压铸+拟发行可转债,9.956,1571,2946873100.000,9.01,10.05,8.51,10.05,16.849,22510934.00,603289
002167.SZ,东方锆业,7.51,20240418,151421542.01,59042962.49,92378579.52,日涨幅偏离值达7%的证券,单日榜,0.3899244566278473,13/68,固态电池+锆产品+黄金,9.956,4033,5150314500.000,6.62,7.51,6.56,7.51,13.909,152782500.00,002167
002455.SZ,百川股份,7.48,20240418,99310293.34,37250978.86,62059314.48,日涨幅偏离值达7%的证券,单日榜,0.3750968566014307,14/68,产品(TMA)涨价+锂电池+钠离子电池+光刻胶,10.000,3330,3788820500.000,6.64,7.48,6.52,7.48,14.118,71895845.00,002455
605488.SH,福莱新材,13.65,20240418,25399683.75,8844618.43,16555065.32,日换手率达20%的证券,单日榜,0.34821765959979717,15/68,,-5.797,713,744589300.000,14.00,14.39,13.13,13.65,8.696,14841585.00,605488
603357.SH,设计总院,11.56,20240418,234995450.19,66925488.05,168069962.14,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.28479482473336815,17/68,低空经济+工程咨询+云计算+国企改革,9.991,1631,6305416300.000,11.03,11.56,10.90,11.56,6.280,92033178.00,603357
603860.SH,中公高科,38.08,20240418,33932382.0,7896315.0,26036067.0,日振幅值达15%的证券,单日榜,0.2327073590059195,18/68,年报增长+中字头+公路养护+国产软件,9.994,1630,2539174400.000,33.13,38.08,31.96,38.08,17.678,12294133.00,603860
000737.SZ,北方铜业,10.30,20240418,205255237.82,32808623.84,172446613.98,日涨幅偏离值达7%的证券,单日榜,0.1598430529152769,21/68,金属铜+黄金+国企改革,10.043,6542,7480597700.000,9.38,10.30,9.28,10.30,10.897,179076230.00,000737
