股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002196.SZ,方正电机,9.7,20250424,98635219.0,71515654.3,27119564.7,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4220,9.977324263,机器人关节+新能源驱动电机+国企,0.7250519137591208,1/75,4737580900.000,9.7,9.7,9.7,9.7,0.000,9122120,002196
600828.SH,茂业商业,3.95,20250424,22498015.0,13557683.0,8940332.0,日涨幅偏离值达7%的证券,单日榜,7577,10.027855153,零售+首店经济+西部大开发,0.6026168530868168,6/75,6838872700.000,3.66,3.95,3.64,3.95,8.635,18036465,600828
002693.SZ,双成药业,10.53,20250424,198876638.67,112170197.97,86706440.7,日振幅值达15%的证券,单日榜,3087,10.031347962,资金博弈激烈+此前拟收购宁波奥拉半导体,0.5640189753816499,7/75,4331853500.000,8.61,10.53,8.61,10.53,20.063,96280867,002693
603335.SH,迪生力,4.49,20250424,74730508.0,40663158.92,34067349.08,日涨幅偏离值达7%的证券,单日榜,1907,10.049019608,铝合金车轮+食品+关税抗风险,0.5441306369816193,8/75,1922369300.000,4.49,4.49,4.31,4.49,4.412,51747679,603335
603676.SH,卫信康,12.02,20250424,129433755.11,64103841.44,65329913.67,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1884,8.778280543,,0.49526370756624494,9/75,5230641200.000,10.8,12.1,10.8,12.02,11.765,23282310,603676
603205.SH,健尔康,43.75,20250424,100563984.0,49552303.41,51011680.59,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,113,10.007543374,一季度业绩增长+拟10转3股派3.51元+医疗器械出口+次新股,0.4927440365727754,10/75,1286201260.000,40.32,43.75,38.76,43.75,12.547,15784569,603205
600615.SH,丰华股份,14.36,20250424,80172425.6,38730473.18,41441952.42,日涨幅偏离值达7%的证券,单日榜,7946,10.038314176,机器人概念+农机+镁/铝合金制品,0.4830897018538005,11/75,2694287900.000,14.36,14.36,13.77,14.36,4.521,31718085,600615
603205.SH,健尔康,43.75,20250424,95489173.0,45515375.73,49973797.27,日换手率达20%的证券,单日榜,113,10.007543374,一季度业绩增长+拟10转3股派3.51元+医疗器械出口+次新股,0.4766548321661556,13/75,1286201260.000,40.32,43.75,38.76,43.75,12.547,15784569,603205
600615.SH,丰华股份,14.36,20250424,84545430.84,38710686.42,45834744.42,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7946,10.038314176,机器人概念+农机+镁/铝合金制品,0.45786846238040885,14/75,2694287900.000,14.36,14.36,13.77,14.36,4.521,31718085,600615
002537.SZ,海联金汇,8.95,20250424,469715929.89,200602928.29,269113001.6,日涨幅偏离值达7%的证券,单日榜,3471,9.950859951,跨境支付+汽车零部件,0.4270728657999272,15/75,10507449900.000,8.69,8.95,8.55,8.95,4.914,437555060,002537
