股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
002708.SZ,光洋股份,9.70,9.977,20240430,财通证券股份有限公司杭州上塘路证券营业部,,3,29494294,3.178143,58045,0.006255,29436249,买入金额最大的前5名,日涨幅偏离值达7%的证券,单日榜,2499,002708
002253.SZ,川大智胜,12.40,-10.015,20240430,财通证券股份有限公司杭州上塘路证券营业部,,3,9327621,1.221863,26695678,3.496975,-17368057,买入金额最大的前5名,日换手率达20%的证券;日振幅值达15%的证券,单日榜,3855,002253
002253.SZ,川大智胜,12.40,-10.015,20240430,财通证券股份有限公司杭州上塘路证券营业部,,1,9327621,1.221863,26695678,3.496975,-17368057,卖出金额最大的前5名,日换手率达20%的证券;日振幅值达15%的证券,单日榜,3855,002253
